i,cs_present,size,phylum
Euprotomicrus,FALSE,1,Chordata
Euristhmus,FALSE,5,Chordata
Eurymen,FALSE,2,Chordata
Eurynorhynchus,FALSE,1,Chordata
Eurypegasus,FALSE,2,Chordata
Eurypharynx,FALSE,1,Chordata
Eurypleuron,FALSE,2,Chordata
Eusphyra,FALSE,1,Chordata
Eustomias,FALSE,116,Chordata
Eusurculus,FALSE,3,Chordata
Eusynstyela,FALSE,12,Chordata
Eutaeniophorus,FALSE,1,Chordata
Eutelichthys,FALSE,1,Chordata
Euthynnus,FALSE,3,Chordata
Eutrigla,FALSE,1,Chordata
Evermannella,FALSE,5,Chordata
Evermannia,FALSE,4,Chordata
Evermannichthys,FALSE,5,Chordata
Eviota,FALSE,117,Chordata
Evips,FALSE,1,Chordata
Evistias,FALSE,1,Chordata
Evorthodus,FALSE,2,Chordata
Evoxymetopon,FALSE,4,Chordata
Evynnis,FALSE,3,Chordata
Exallias,FALSE,1,Chordata
Exechodontes,FALSE,1,Chordata
Exerpes,FALSE,1,Chordata
Exocoetus,FALSE,5,Chordata
Exostoma,FALSE,1,Chordata
Exyrias,FALSE,4,Chordata
Facciolella,FALSE,6,Chordata
Favonigobius,FALSE,8,Chordata
Feia,FALSE,4,Chordata
Fenestraja,FALSE,8,Chordata
Feresa,FALSE,1,Chordata
Feroxodon,FALSE,1,Chordata
Festucalex,FALSE,8,Chordata
Fibramia,FALSE,3,Chordata
Figaro,FALSE,2,Chordata
Filicampus,FALSE,1,Chordata
Filimanus,FALSE,6,Chordata
Fimbrora,FALSE,1,Chordata
Fiordichthys,FALSE,2,Chordata
Fistularia,FALSE,4,Chordata
Flagellostomias,FALSE,1,Chordata
Florenciella,FALSE,1,Chordata
Floridichthys,FALSE,1,Chordata
Foa,FALSE,8,Chordata
Fodiator,FALSE,2,Chordata
Foetorepus,FALSE,10,Chordata
Folia,FALSE,2,Chordata
Fontitrygon,FALSE,4,Chordata
Forcipiger,FALSE,3,Chordata
Fordonia,FALSE,1,Chordata
Forsterygion,FALSE,7,Chordata
Fowleria,FALSE,7,Chordata
Fowlerichthys,FALSE,5,Chordata
Fratercula,FALSE,3,Chordata
Fraudella,FALSE,1,Chordata
Freemanichthys,FALSE,1,Chordata
Fregata,FALSE,5,Chordata
Fregetta,FALSE,3,Chordata
Fritillaria,FALSE,26,Chordata
Frontilabrus,FALSE,1,Chordata
Fucomimus,FALSE,1,Chordata
Fulmarus,FALSE,2,Chordata
Fundulus,FALSE,9,Chordata
Fungulus,FALSE,5,Chordata
Furcina,FALSE,2,Chordata
Furgaleus,FALSE,1,Chordata
Fusigobius,FALSE,9,Chordata
Gadella,FALSE,13,Chordata
Gadiculus,FALSE,2,Chordata
Gadomus,FALSE,13,Chordata
Gadus,FALSE,4,Chordata
Gaidropsarus,FALSE,14,Chordata
Galaxias,FALSE,7,Chordata
Galeichthys,FALSE,4,Chordata
Galeocerdo,FALSE,1,Chordata
Galeoides,FALSE,1,Chordata
Galeorhinus,FALSE,1,Chordata
Galeus,FALSE,18,Chordata
Gallinago,FALSE,2,Chordata
Gamaster,FALSE,3,Chordata
Gammogobius,FALSE,1,Chordata
Gargariscus,FALSE,1,Chordata
Garrodia,FALSE,1,Chordata
Gasterochisma,FALSE,1,Chordata
Gasterosteus,FALSE,3,Chordata
Gastrocyathus,FALSE,1,Chordata
Gastrocymba,FALSE,1,Chordata
Gastropsetta,FALSE,1,Chordata
Gastroscyphus,FALSE,1,Chordata
Gavia,FALSE,5,Chordata
Gavialiceps,FALSE,5,Chordata
Gazza,FALSE,5,Chordata
Gelochelidon,FALSE,1,Chordata
Gempylus,FALSE,1,Chordata
Genicanthus,FALSE,10,Chordata
Genidens,FALSE,4,Chordata
Genioliparis,FALSE,3,Chordata
Genyagnus,FALSE,1,Chordata
Genyatremus,FALSE,4,Chordata
Genyonemus,FALSE,1,Chordata
Genypterus,FALSE,6,Chordata
Geotria,FALSE,1,Chordata
Gephyroberyx,FALSE,2,Chordata
Gerlachea,FALSE,1,Chordata
Gerres,FALSE,28,Chordata
Gibberichthys,FALSE,2,Chordata
Gibbonsia,FALSE,4,Chordata
Gigantactis,FALSE,20,Chordata
Giganthias,FALSE,2,Chordata
Gigantura,FALSE,2,Chordata
Gilbertidia,FALSE,3,Chordata
Gilchristella,FALSE,1,Chordata
Gillellus,FALSE,10,Chordata
Gillichthys,FALSE,3,Chordata
Gilloblennius,FALSE,2,Chordata
Ginglymostoma,FALSE,2,Chordata
Ginsburgellus,FALSE,1,Chordata
Giuris,FALSE,1,Chordata
Gladiogobius,FALSE,2,Chordata
Glareola,FALSE,7,Chordata
Glaucosoma,FALSE,4,Chordata
Glaucostegus,FALSE,6,Chordata
Glenoglossa,FALSE,1,Chordata
Globicephala,FALSE,2,Chordata
Glossanodon,FALSE,15,Chordata
Glossogobius,FALSE,7,Chordata
Glyphis,FALSE,4,Chordata
Glyptauchen,FALSE,1,Chordata
Glyptocephalus,FALSE,3,Chordata
Glyptoparus,FALSE,1,Chordata
Glyptophidium,FALSE,6,Chordata
Gnathanacanthus,FALSE,1,Chordata
Gnathanodon,FALSE,1,Chordata
Gnathodentex,FALSE,1,Chordata
Gnatholepis,FALSE,10,Chordata
Gnathophis,FALSE,27,Chordata
Gobiesox,FALSE,20,Chordata
Gobioclinus,FALSE,7,Chordata
Gobiodon,FALSE,27,Chordata
Gobioides,FALSE,4,Chordata
Gobiomorphus,FALSE,5,Chordata
Gobiomorus,FALSE,2,Chordata
Gobionellus,FALSE,5,Chordata
Gobionotothen,FALSE,5,Chordata
Gobiopsis,FALSE,15,Chordata
Gobiopterus,FALSE,3,Chordata
Gobitrichinotus,FALSE,1,Chordata
Gobius,FALSE,26,Chordata
Gobiusculus,FALSE,1,Chordata
Gobulus,FALSE,4,Chordata
Gogolia,FALSE,1,Chordata
Gollum,FALSE,2,Chordata
Gomphosus,FALSE,2,Chordata
Gonichthys,FALSE,4,Chordata
Gonioplectrus,FALSE,1,Chordata
Gonorynchus,FALSE,5,Chordata
Gonostoma,FALSE,2,Chordata
Gordiichthys,FALSE,5,Chordata
Gorgasia,FALSE,14,Chordata
Gorogobius,FALSE,2,Chordata
Gosztonyia,FALSE,1,Chordata
Gouania,FALSE,1,Chordata
Gracila,FALSE,1,Chordata
Gracilimugil,FALSE,1,Chordata
Grahamichthys,FALSE,1,Chordata
Grallenia,FALSE,9,Chordata
Gramma,FALSE,5,Chordata
Grammatobothus,FALSE,3,Chordata
Grammatonotus,FALSE,8,Chordata
Grammatorcynus,FALSE,2,Chordata
Grammatostomias,FALSE,4,Chordata
Grammicolepis,FALSE,1,Chordata
Grammistes,FALSE,1,Chordata
Grammistops,FALSE,1,Chordata
Grammonus,FALSE,11,Chordata
Grammoplites,FALSE,3,Chordata
Grampus,FALSE,1,Chordata
Graus,FALSE,1,Chordata
Guavina,FALSE,2,Chordata
Guentheridia,FALSE,1,Chordata
Guentherus,FALSE,2,Chordata
Gulaphallus,FALSE,1,Chordata
Gunnellichthys,FALSE,7,Chordata
Gunterichthys,FALSE,3,Chordata
Gurgesiella,FALSE,3,Chordata
Guttigadus,FALSE,7,Chordata
Gvozdarus,FALSE,2,Chordata
Gygis,FALSE,1,Chordata
Gymnachirus,FALSE,3,Chordata
Gymnammodytes,FALSE,3,Chordata
Gymnapistes,FALSE,1,Chordata
Gymnapogon,FALSE,9,Chordata
Gymneleotris,FALSE,1,Chordata
Gymnelopsis,FALSE,5,Chordata
Gymnelus,FALSE,12,Chordata
Gymnocaesio,FALSE,1,Chordata
Gymnocanthus,FALSE,7,Chordata
Gymnoclinus,FALSE,1,Chordata
Gymnocranius,FALSE,10,Chordata
Gymnocrotaphus,FALSE,1,Chordata
Gymnodraco,FALSE,1,Chordata
Gymnogobius,FALSE,9,Chordata
Gymnomuraena,FALSE,1,Chordata
Gymnosarda,FALSE,1,Chordata
Gymnoscyphus,FALSE,1,Chordata
Gymnothorax,FALSE,127,Chordata
Gymnoxenisthmus,FALSE,1,Chordata
Gymnura,FALSE,15,Chordata
Gynandrocarpa,FALSE,1,Chordata
Gypohierax,FALSE,1,Chordata
Gyrinichthys,FALSE,1,Chordata
Gyrinomimus,FALSE,5,Chordata
Hadropareia,FALSE,2,Chordata
Hadropogonichthys,FALSE,2,Chordata
Haematopus,FALSE,11,Chordata
Haemulon,FALSE,23,Chordata
Haemulopsis,FALSE,5,Chordata
Halaelurus,FALSE,7,Chordata
Halaphritis,FALSE,1,Chordata
Halargyreus,FALSE,1,Chordata
Haletta,FALSE,1,Chordata
Haliaeetus,FALSE,3,Chordata
Halicampus,FALSE,12,Chordata
Halichoerus,FALSE,1,Chordata
Halicmetus,FALSE,5,Chordata
Halidesmus,FALSE,5,Chordata
Halieutaea,FALSE,9,Chordata
Halieutichthys,FALSE,4,Chordata
Halieutopsis,FALSE,10,Chordata
Haliichthys,FALSE,1,Chordata
Halimochirurgus,FALSE,2,Chordata
Halimuraena,FALSE,3,Chordata
Halimuraenoides,FALSE,1,Chordata
Haliophis,FALSE,3,Chordata
Halobaena,FALSE,1,Chordata
Halobatrachus,FALSE,1,Chordata
Halocynthia,FALSE,15,Chordata
Halocyptena,FALSE,1,Chordata
Halophryne,FALSE,4,Chordata
Halosauropsis,FALSE,1,Chordata
Halosaurus,FALSE,9,Chordata
Hapalogenys,FALSE,9,Chordata
Haploblepharus,FALSE,4,Chordata
Haplocylix,FALSE,1,Chordata
Haplomacrourus,FALSE,1,Chordata
Haplophryne,FALSE,1,Chordata
Haptenchelys,FALSE,2,Chordata
Haptoclinus,FALSE,2,Chordata
Haptogenys,FALSE,1,Chordata
Harengula,FALSE,4,Chordata
Harpadon,FALSE,5,Chordata
Harpagifer,FALSE,11,Chordata
Harriotta,FALSE,2,Chordata
Hartmeyeria,FALSE,8,Chordata
Hastatobythites,FALSE,1,Chordata
Hazeus,FALSE,4,Chordata
Helcogramma,FALSE,40,Chordata
Helcogrammoides,FALSE,3,Chordata
Helicolenus,FALSE,10,Chordata
Helicosalpa,FALSE,3,Chordata
Helotes,FALSE,1,Chordata
Hemanthias,FALSE,5,Chordata
Hemerocoetes,FALSE,5,Chordata
Hemerorhinus,FALSE,2,Chordata
Hemiarius,FALSE,3,Chordata
Hemicaranx,FALSE,4,Chordata
Hemiemblemaria,FALSE,1,Chordata
Hemigaleus,FALSE,2,Chordata
Hemiglyphidodon,FALSE,1,Chordata
Hemigobius,FALSE,2,Chordata
Hemigymnus,FALSE,2,Chordata
Hemilepidotus,FALSE,6,Chordata
Hemilutjanus,FALSE,1,Chordata
Heminodus,FALSE,1,Chordata
Hemipristis,FALSE,1,Chordata
Hemiramphus,FALSE,11,Chordata
Hemiscyllium,FALSE,9,Chordata
Hemistyela,FALSE,3,Chordata
Hemitaurichthys,FALSE,4,Chordata
Hemitriakis,FALSE,6,Chordata
Hemitripterus,FALSE,3,Chordata
Hemitrygon,FALSE,9,Chordata
Heniochus,FALSE,8,Chordata
Hephthocara,FALSE,2,Chordata
Heptranchias,FALSE,1,Chordata
Heraldia,FALSE,1,Chordata
Herklotsichthys,FALSE,12,Chordata
Hermosilla,FALSE,1,Chordata
Herpetoichthys,FALSE,1,Chordata
Herwigia,FALSE,1,Chordata
Hetereleotris,FALSE,18,Chordata
Heteristius,FALSE,1,Chordata
Heteroclinus,FALSE,18,Chordata
Heteroconger,FALSE,23,Chordata
Heterodontus,FALSE,9,Chordata
Heterogobius,FALSE,1,Chordata
Heteromycteris,FALSE,6,Chordata
Heteronarce,FALSE,4,Chordata
Heterophotus,FALSE,1,Chordata
Heteroplopomus,FALSE,1,Chordata
Heteropriacanthus,FALSE,1,Chordata
Heteroscymnoides,FALSE,1,Chordata
Heterostichus,FALSE,1,Chordata
Heterostigma,FALSE,6,Chordata
Hexagrammos,FALSE,6,Chordata
Hexanchus,FALSE,2,Chordata
Hexanematichthys,FALSE,2,Chordata
Hexatrygon,FALSE,1,Chordata
Hilsa,FALSE,1,Chordata
Himantolophus,FALSE,22,Chordata
Himantopus,FALSE,2,Chordata
Hime,FALSE,9,Chordata
Hintonia,FALSE,1,Chordata
Hippichthys,FALSE,3,Chordata
Hippoglossina,FALSE,7,Chordata
Hippoglossoides,FALSE,4,Chordata
Hippoglossus,FALSE,2,Chordata
Hipposcarus,FALSE,2,Chordata
Hipposcorpaena,FALSE,1,Chordata
Hirculops,FALSE,1,Chordata
Hirundichthys,FALSE,12,Chordata
Hispidoberyx,FALSE,1,Chordata
Histiobranchus,FALSE,3,Chordata
Histiodraco,FALSE,1,Chordata
Histiogamphelus,FALSE,2,Chordata
Histiophryne,FALSE,5,Chordata
Histiopterus,FALSE,1,Chordata
Histrio,FALSE,1,Chordata
Histrionicus,FALSE,1,Chordata
Histriophoca,FALSE,1,Chordata
Holacanthus,FALSE,8,Chordata
Holanthias,FALSE,2,Chordata
Holapogon,FALSE,1,Chordata
Holcomycteronus,FALSE,6,Chordata
Hollardia,FALSE,3,Chordata
Holocentrus,FALSE,2,Chordata
Hologymnosus,FALSE,4,Chordata
Holohalaelurus,FALSE,5,Chordata
Holtbyrnia,FALSE,9,Chordata
Homoeodistoma,FALSE,1,Chordata
Homostolus,FALSE,1,Chordata
Hongeo,FALSE,1,Chordata
Hoplias,FALSE,1,Chordata
Hoplichthys,FALSE,14,Chordata
Hoplobrotula,FALSE,3,Chordata
Hoplolatilus,FALSE,13,Chordata
Hoplopagrus,FALSE,1,Chordata
Hoplosebastes,FALSE,1,Chordata
Hoplostethus,FALSE,30,Chordata
Hoplunnis,FALSE,9,Chordata
Howella,FALSE,6,Chordata
Hozukius,FALSE,2,Chordata
Hucho,FALSE,1,Chordata
Huso,FALSE,2,Chordata
Hydrelaps,FALSE,1,Chordata
Hydrobates,FALSE,2,Chordata
Hydrocoloeus,FALSE,1,Chordata
Hydrodamalis,FALSE,1,Chordata
Hydrolagus,FALSE,26,Chordata
Hydrophis,FALSE,37,Chordata
Hydroprogne,FALSE,1,Chordata
Hydrurga,FALSE,1,Chordata
Hygophum,FALSE,9,Chordata
Hymenocephalus,FALSE,32,Chordata
Hymenogadus,FALSE,1,Chordata
Hymenops,FALSE,1,Chordata
Hypanus,FALSE,8,Chordata
Hyperlophus,FALSE,2,Chordata
Hyperoglyphe,FALSE,6,Chordata
Hyperoodon,FALSE,2,Chordata
Hyperoplus,FALSE,2,Chordata
Hyperprosopon,FALSE,3,Chordata
Hyphalophis,FALSE,1,Chordata
Hypleurochilus,FALSE,11,Chordata
Hypnos,FALSE,1,Chordata
Hypoatherina,FALSE,13,Chordata
Hypobythius,FALSE,2,Chordata
Hypodistoma,FALSE,4,Chordata
Hypogaleus,FALSE,1,Chordata
Hypomesus,FALSE,3,Chordata
Hypoplectrodes,FALSE,8,Chordata
Hypoplectrus,FALSE,18,Chordata
Hypopleuron,FALSE,1,Chordata
Hypopterus,FALSE,1,Chordata
Hypoptychus,FALSE,1,Chordata
Hyporhamphus,FALSE,33,Chordata
Hyporthodus,FALSE,14,Chordata
Hypsagonus,FALSE,2,Chordata
Hypseleotris,FALSE,3,Chordata
Hypselognathus,FALSE,2,Chordata
Hypsistozoa,FALSE,3,Chordata
Hypsoblennius,FALSE,15,Chordata
Hypsopsetta,FALSE,2,Chordata
Hypsurus,FALSE,1,Chordata
Hypsypops,FALSE,1,Chordata
Hyrcanogobius,FALSE,1,Chordata
Iago,FALSE,2,Chordata
Iasis,FALSE,1,Chordata
Icelinus,FALSE,11,Chordata
Icelus,FALSE,17,Chordata
Ichthyapus,FALSE,7,Chordata
Ichthyocampus,FALSE,2,Chordata
Ichthyococcus,FALSE,7,Chordata
Ichthyscopus,FALSE,8,Chordata
Icichthys,FALSE,2,Chordata
Icosteus,FALSE,1,Chordata
Idiacanthus,FALSE,3,Chordata
Idiastion,FALSE,3,Chordata
Idiolophorhynchus,FALSE,1,Chordata
Idiolychnus,FALSE,1,Chordata
Idiotropiscis,FALSE,3,Chordata
Ihlea,FALSE,3,Chordata
Ijimaia,FALSE,5,Chordata
Ilisha,FALSE,14,Chordata
Iluocoetes,FALSE,2,Chordata
Ilyophis,FALSE,6,Chordata
Ilypnus,FALSE,2,Chordata
Indobatis,FALSE,1,Chordata
Indopacetus,FALSE,1,Chordata
Inegocia,FALSE,4,Chordata
Iniistius,FALSE,21,Chordata
Inimicus,FALSE,10,Chordata
Insentiraja,FALSE,2,Chordata
Ioichthys,FALSE,1,Chordata
Ipnops,FALSE,3,Chordata
Iracundus,FALSE,1,Chordata
Irolita,FALSE,2,Chordata
Isacia,FALSE,1,Chordata
Isistius,FALSE,2,Chordata
Iso,FALSE,5,Chordata
Isocirrhitus,FALSE,1,Chordata
Isogomphodon,FALSE,1,Chordata
Isopisthus,FALSE,2,Chordata
Isopsetta,FALSE,1,Chordata
Istiblennius,FALSE,15,Chordata
Istigobius,FALSE,12,Chordata
Istiompax,FALSE,1,Chordata
Istiophorus,FALSE,2,Chordata
Isurus,FALSE,2,Chordata
Itycirrhitus,FALSE,1,Chordata
Japonoconger,FALSE,3,Chordata
Japonolaeops,FALSE,1,Chordata
Japonolycodes,FALSE,1,Chordata
Javichthys,FALSE,1,Chordata
Jaydia,FALSE,18,Chordata
Jeboehlkia,FALSE,1,Chordata
Jenkinsia,FALSE,4,Chordata
Johnius,FALSE,32,Chordata
Johnrandallia,FALSE,1,Chordata
Johnsonina,FALSE,1,Chordata
Jordania,FALSE,1,Chordata
Joturus,FALSE,1,Chordata
Kaikoja,FALSE,2,Chordata
Kajikia,FALSE,2,Chordata
Kali,FALSE,7,Chordata
Kalyptatherina,FALSE,1,Chordata
Kamoharaia,FALSE,1,Chordata
Kanekonia,FALSE,3,Chordata
Karalepis,FALSE,1,Chordata
Kareius,FALSE,1,Chordata
Karsten,FALSE,1,Chordata
Kasatkia,FALSE,2,Chordata
Kathala,FALSE,1,Chordata
Kathetostoma,FALSE,8,Chordata
Katsuwonus,FALSE,1,Chordata
Kaupichthys,FALSE,6,Chordata
Kaupus,FALSE,1,Chordata
Kelloggella,FALSE,6,Chordata
Kentrocapros,FALSE,4,Chordata
Kenyaconger,FALSE,1,Chordata
Kerilia,FALSE,1,Chordata
Kertomichthys,FALSE,1,Chordata
Kestratherina,FALSE,2,Chordata
Ketengus,FALSE,1,Chordata
Kimblaeus,FALSE,1,Chordata
Knipowitschia,FALSE,2,Chordata
Kochichthys,FALSE,1,Chordata
Kogia,FALSE,2,Chordata
Konosirus,FALSE,1,Chordata
Kopua,FALSE,3,Chordata
Koumansetta,FALSE,3,Chordata
Kowalevskia,FALSE,2,Chordata
Kraemeria,FALSE,7,Chordata
Krefftichthys,FALSE,1,Chordata
Krusensterniella,FALSE,4,Chordata
Kryptophanaron,FALSE,1,Chordata
Kuhlia,FALSE,8,Chordata
Kuiterichthys,FALSE,2,Chordata
Kukenthalia,FALSE,1,Chordata
Kumba,FALSE,8,Chordata
Kumococius,FALSE,1,Chordata
Kuronezumia,FALSE,6,Chordata
Kurtus,FALSE,1,Chordata
Kyonemichthys,FALSE,1,Chordata
Kyphosus,FALSE,18,Chordata
Labichthys,FALSE,2,Chordata
Labracinus,FALSE,4,Chordata
Labracoglossa,FALSE,2,Chordata
Labrichthys,FALSE,1,Chordata
Labrisomus,FALSE,17,Chordata
Labroides,FALSE,5,Chordata
Labropsis,FALSE,6,Chordata
Labrus,FALSE,4,Chordata
Lachneratus,FALSE,1,Chordata
Lachnolaimus,FALSE,1,Chordata
Lactarius,FALSE,1,Chordata
Lactophrys,FALSE,3,Chordata
Lactoria,FALSE,4,Chordata
Laemonema,FALSE,16,Chordata
Laeops,FALSE,13,Chordata
Lagenodelphis,FALSE,1,Chordata
Lagenorhynchus,FALSE,6,Chordata
Lagocephalus,FALSE,10,Chordata
Lagodon,FALSE,1,Chordata
Laiphognathus,FALSE,2,Chordata
Lalmohania,FALSE,1,Chordata
Lamiopsis,FALSE,2,Chordata
Lamna,FALSE,2,Chordata
Lamnostoma,FALSE,2,Chordata
Lampadena,FALSE,10,Chordata
Lampanyctodes,FALSE,1,Chordata
Lampanyctus,FALSE,22,Chordata
Lampetra,FALSE,3,Chordata
Lampichthys,FALSE,1,Chordata
Lamprogrammus,FALSE,5,Chordata
Lapemis,FALSE,1,Chordata
Lapitaichthys,FALSE,1,Chordata
Lappanella,FALSE,2,Chordata
Larabicus,FALSE,1,Chordata
Larimichthys,FALSE,3,Chordata
Larimus,FALSE,6,Chordata
Larosterna,FALSE,1,Chordata
Larsonella,FALSE,1,Chordata
Larus,FALSE,47,Chordata
Lasiognathus,FALSE,6,Chordata
Lateolabrax,FALSE,2,Chordata
Lates,FALSE,2,Chordata
Latimeria,FALSE,2,Chordata
Latridopsis,FALSE,2,Chordata
Latris,FALSE,2,Chordata
Latropiscis,FALSE,1,Chordata
Lebetus,FALSE,2,Chordata
Lecanogaster,FALSE,2,Chordata
Leiocottus,FALSE,1,Chordata
Leiognathus,FALSE,13,Chordata
Leiostomus,FALSE,1,Chordata
Leiuranus,FALSE,2,Chordata
Lentipes,FALSE,4,Chordata
Lepadichthys,FALSE,11,Chordata
Lepadicyathus,FALSE,1,Chordata
Lepadogaster,FALSE,4,Chordata
Lepidamia,FALSE,3,Chordata
Lepidammodytes,FALSE,1,Chordata
Lepidion,FALSE,9,Chordata
Lepidoblennius,FALSE,2,Chordata
Lepidoblepharon,FALSE,1,Chordata
Lepidochelys,FALSE,2,Chordata
Lepidocybium,FALSE,1,Chordata
Lepidogobius,FALSE,1,Chordata
Lepidonectes,FALSE,3,Chordata
Lepidonotothen,FALSE,4,Chordata
Lepidoperca,FALSE,10,Chordata
Lepidophanes,FALSE,2,Chordata
Lepidopsetta,FALSE,3,Chordata
Lepidopus,FALSE,6,Chordata
Lepidorhombus,FALSE,2,Chordata
Lepidorhynchus,FALSE,1,Chordata
Lepidotrigla,FALSE,53,Chordata
Lepidozygus,FALSE,1,Chordata
Lepophidium,FALSE,24,Chordata
Leptacanthichthys,FALSE,1,Chordata
Leptagonus,FALSE,1,Chordata
Leptatherina,FALSE,1,Chordata
Leptaulopus,FALSE,2,Chordata
Leptenchelys,FALSE,1,Chordata
Leptobrama,FALSE,1,Chordata
Leptobrotula,FALSE,1,Chordata
Leptocephalus,FALSE,3,Chordata
Leptocharias,FALSE,1,Chordata
Leptochilichthys,FALSE,3,Chordata
Leptoclinides,FALSE,79,Chordata
Leptoclinus,FALSE,1,Chordata
Leptocottus,FALSE,1,Chordata
Leptoderma,FALSE,5,Chordata
Leptoichthys,FALSE,1,Chordata
Leptojulis,FALSE,5,Chordata
Leptomelanosoma,FALSE,1,Chordata
Leptonotus,FALSE,4,Chordata
Leptonychotes,FALSE,1,Chordata
Leptoscarus,FALSE,1,Chordata
Leptoscopus,FALSE,1,Chordata
Leptostichaeus,FALSE,1,Chordata
Leptostomias,FALSE,12,Chordata
Leptosynanceia,FALSE,1,Chordata
Lepturacanthus,FALSE,3,Chordata
Lestidiops,FALSE,15,Chordata
Lestidium,FALSE,4,Chordata
Lestrolepis,FALSE,4,Chordata
Lesueurigobius,FALSE,5,Chordata
Lesueurina,FALSE,1,Chordata
Letharchus,FALSE,3,Chordata
Lethenteron,FALSE,2,Chordata
Lethogoleos,FALSE,1,Chordata
Letholycus,FALSE,2,Chordata
Lethops,FALSE,1,Chordata
Lethotremus,FALSE,2,Chordata
Leucicorus,FALSE,2,Chordata
Leucobrotula,FALSE,1,Chordata
Leucogrammolycus,FALSE,1,Chordata
Leucophaeus,FALSE,1,Chordata
Leucopsarion,FALSE,1,Chordata
Leucoraja,FALSE,15,Chordata
Leuresthes,FALSE,2,Chordata
Leurochilus,FALSE,1,Chordata
Leuroglossus,FALSE,3,Chordata
Leuropharus,FALSE,1,Chordata
Leviprora,FALSE,1,Chordata
Liachirus,FALSE,2,Chordata
Lichia,FALSE,1,Chordata
Lile,FALSE,4,Chordata
Limanda,FALSE,6,Chordata
Limicola,FALSE,1,Chordata
Limnichthys,FALSE,6,Chordata
Limnodromus,FALSE,3,Chordata
Limosa,FALSE,3,Chordata
Linkenchelys,FALSE,1,Chordata
Linophryne,FALSE,22,Chordata
Liobranchia,FALSE,1,Chordata
Liocranium,FALSE,2,Chordata
Liopropoma,FALSE,32,Chordata
Liopsetta,FALSE,2,Chordata
Lioscorpius,FALSE,2,Chordata
Liparis,FALSE,60,Chordata
Lipariscus,FALSE,1,Chordata
Lipocheilus,FALSE,1,Chordata
Lipogenys,FALSE,1,Chordata
Lipogramma,FALSE,13,Chordata
Lipolagus,FALSE,1,Chordata
Lipophrys,FALSE,3,Chordata
Lissocampus,FALSE,5,Chordata
Lissoclinum,FALSE,61,Chordata
Lissodelphis,FALSE,2,Chordata
Lissonanchus,FALSE,1,Chordata
Lithognathus,FALSE,4,Chordata
Litobranchus,FALSE,1,Chordata
Liza,FALSE,5,Chordata
Lobianchia,FALSE,2,Chordata
Lobodon,FALSE,1,Chordata
Lobotes,FALSE,2,Chordata
Lobulogobius,FALSE,3,Chordata
Lonchopisthus,FALSE,5,Chordata
Lonchurus,FALSE,2,Chordata
Lontra,FALSE,1,Chordata
Lophichthys,FALSE,1,Chordata
Lophiocharon,FALSE,3,Chordata
Lophiodes,FALSE,18,Chordata
Lophiogobius,FALSE,1,Chordata
Lophiomus,FALSE,1,Chordata
Lophius,FALSE,7,Chordata
Lophodiodon,FALSE,1,Chordata
Lophodolos,FALSE,2,Chordata
Lophogobius,FALSE,3,Chordata
Lopholatilus,FALSE,2,Chordata
Lopholiparis,FALSE,1,Chordata
Lophonectes,FALSE,2,Chordata
Lophonetta,FALSE,1,Chordata
Lophotus,FALSE,3,Chordata
Lotella,FALSE,4,Chordata
Lotilia,FALSE,2,Chordata
Lovettia,FALSE,1,Chordata
Loweina,FALSE,3,Chordata
Loxodon,FALSE,1,Chordata
Lubbockichthys,FALSE,3,Chordata
Lubricogobius,FALSE,6,Chordata
Lucania,FALSE,1,Chordata
Lucayablennius,FALSE,1,Chordata
Lucifuga,FALSE,3,Chordata
Lucigadus,FALSE,8,Chordata
Luciobrotula,FALSE,6,Chordata
Luciosudis,FALSE,1,Chordata
Lumiconger,FALSE,1,Chordata
Lumpenella,FALSE,1,Chordata
Lumpenopsis,FALSE,4,Chordata
Lumpenus,FALSE,3,Chordata
Lupinoblennius,FALSE,2,Chordata
Luposicya,FALSE,1,Chordata
Luthulenchelys,FALSE,1,Chordata
Lutra,FALSE,4,Chordata
Luvarus,FALSE,1,Chordata
Luzonichthys,FALSE,8,Chordata
Lycenchelys,FALSE,62,Chordata
Lycengraulis,FALSE,2,Chordata
Lycodapus,FALSE,13,Chordata
Lycodes,FALSE,64,Chordata
Lycodichthys,FALSE,2,Chordata
Lycodonus,FALSE,4,Chordata
Lycogrammoides,FALSE,1,Chordata
Lyconema,FALSE,1,Chordata
Lyconodes,FALSE,1,Chordata
Lyconus,FALSE,2,Chordata
Lycozoarces,FALSE,1,Chordata
Lyopsetta,FALSE,1,Chordata
Lythrypnus,FALSE,20,Chordata
Macolor,FALSE,2,Chordata
Macrocephenchelys,FALSE,2,Chordata
Macrodontogobius,FALSE,1,Chordata
Macronectes,FALSE,2,Chordata
Macroparalepis,FALSE,7,Chordata
Macropharyngodon,FALSE,12,Chordata
Macropinna,FALSE,1,Chordata
Macroramphosus,FALSE,2,Chordata
Macrorhamphosodes,FALSE,2,Chordata
Macrosmia,FALSE,1,Chordata
Macrospinosa,FALSE,1,Chordata
Macrouroides,FALSE,1,Chordata
Macrurocyttus,FALSE,1,Chordata
Macruronus,FALSE,4,Chordata
Maculabatis,FALSE,7,Chordata
Magadanichthys,FALSE,1,Chordata
Magnisudis,FALSE,3,Chordata
Mahidolia,FALSE,2,Chordata
Majungaichthys,FALSE,2,Chordata
Makaira,FALSE,2,Chordata
