EasinID,Name,Authorship,LSID,Reference,HasImpact,IsEUConcern,IsMSConcern,IsOutermostConcern,IsPartNative,IsHorizonScanning,Status
R04308,Crassula multicava,Lem.,urn:lsid:easin.jrc.ec.europa.eu:species:R04308,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04308,false,false,false,true,false,false,A
R04307,Crassula muscosa,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04307,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04307,false,false,false,false,false,false,A
R04310,Crassula ovata,E.Mey. ex Harv.,urn:lsid:easin.jrc.ec.europa.eu:species:R04310,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04310,false,false,false,true,false,false,A
R04311,Crassula peduncularis,(Sm.) F.Meigen,urn:lsid:easin.jrc.ec.europa.eu:species:R04311,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04311,false,false,false,false,false,false,A
R18734,Crassula perfoliata var. falcata,(J.C.Wendl.) Toelken,urn:lsid:easin.jrc.ec.europa.eu:species:R18734,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R18734,false,false,false,false,false,false,A
R18735,Crassula perforata,Thunb.,urn:lsid:easin.jrc.ec.europa.eu:species:R18735,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R18735,false,false,false,false,false,false,A
R04312,Crassula pubescens,Thunb.,urn:lsid:easin.jrc.ec.europa.eu:species:R04312,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04312,false,false,false,false,false,false,A
R04313,Crassula rupestris,L.f.,urn:lsid:easin.jrc.ec.europa.eu:species:R04313,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04313,false,false,false,false,false,false,A
R04314,Crassula tetragona,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04314,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04314,false,false,false,false,false,false,A
R04315,Crassula tillaea,Lest.-Garl.,urn:lsid:easin.jrc.ec.europa.eu:species:R04315,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04315,false,false,false,false,true,false,A
R04316,Crassula vaillantii,(Willd.) Roth,urn:lsid:easin.jrc.ec.europa.eu:species:R04316,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04316,false,false,false,false,true,false,A
R04317,Crataegus azarolus,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04317,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04317,false,false,false,false,true,false,A
R04328,Crataegus chlorosarca,Koidz.,urn:lsid:easin.jrc.ec.europa.eu:species:R04328,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04328,false,false,false,false,false,false,A
R04318,Crataegus chrysocarpa,Ashe,urn:lsid:easin.jrc.ec.europa.eu:species:R04318,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04318,false,false,false,false,false,false,A
R04319,Crataegus coccinioides,Ashe,urn:lsid:easin.jrc.ec.europa.eu:species:R04319,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04319,false,false,false,false,false,false,A
R04320,Crataegus crus-galli,Bigelow,urn:lsid:easin.jrc.ec.europa.eu:species:R04320,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04320,false,false,false,false,false,false,A
R04321,Crataegus dahurica,Koehne ex C.K.Schneid.,urn:lsid:easin.jrc.ec.europa.eu:species:R04321,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04321,false,false,false,false,false,false,A
R04322,Crataegus douglasii,Macoun,urn:lsid:easin.jrc.ec.europa.eu:species:R04322,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04322,false,false,false,false,false,false,A
R04323,Crataegus flabellata,(Bosc ex Spach) Rydb.,urn:lsid:easin.jrc.ec.europa.eu:species:R04323,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04323,false,false,false,false,false,false,A
R04325,Crataegus heterophylla,Steven,urn:lsid:easin.jrc.ec.europa.eu:species:R04325,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04325,false,false,false,false,false,false,A
R04326,Crataegus heterophylla x C. monogyna,,urn:lsid:easin.jrc.ec.europa.eu:species:R04326,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04326,false,false,false,false,false,false,A
R04327,Crataegus intricata,Lange,urn:lsid:easin.jrc.ec.europa.eu:species:R04327,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04327,false,false,false,false,false,false,A
R04329,Crataegus laevigata,(Poir.) DC.,urn:lsid:easin.jrc.ec.europa.eu:species:R04329,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04329,false,false,false,false,true,false,A
R04331,Crataegus maximowiczii,C.K.Schneid.,urn:lsid:easin.jrc.ec.europa.eu:species:R04331,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04331,false,false,false,false,false,false,A
R04332,Crataegus mollis,Sarg.,urn:lsid:easin.jrc.ec.europa.eu:species:R04332,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04332,false,false,false,false,false,false,A
R04334,Crataegus orientalis,(Poir.) Bosc ex DC.,urn:lsid:easin.jrc.ec.europa.eu:species:R04334,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04334,false,false,false,false,true,false,A
R04335,Crataegus pedicellata,Sarg.,urn:lsid:easin.jrc.ec.europa.eu:species:R04335,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04335,false,false,false,false,false,false,A
R04336,Crataegus pentagyna,Waldst. & Kit. ex Willd.,urn:lsid:easin.jrc.ec.europa.eu:species:R04336,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04336,false,false,false,false,true,false,A
R04337,Crataegus persimilis,Sarg.,urn:lsid:easin.jrc.ec.europa.eu:species:R04337,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04337,false,false,false,false,false,false,A
R04338,Crataegus punctata,Sol.,urn:lsid:easin.jrc.ec.europa.eu:species:R04338,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04338,false,false,false,false,false,false,A
R04339,Crataegus sanguinea,Torr. & A.Gray,urn:lsid:easin.jrc.ec.europa.eu:species:R04339,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04339,false,false,false,false,true,false,A
R04341,Crataegus submollis,Sarg.,urn:lsid:easin.jrc.ec.europa.eu:species:R04341,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04341,false,false,false,false,false,false,A
R04342,Crataegus succulenta,Schrad.,urn:lsid:easin.jrc.ec.europa.eu:species:R04342,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04342,false,false,false,false,false,false,A
R04343,Crataegus x media,Bechst.,urn:lsid:easin.jrc.ec.europa.eu:species:R04343,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04343,false,false,false,false,false,false,A
R04340,Crataegus x sinaica,Boiss.,urn:lsid:easin.jrc.ec.europa.eu:species:R04340,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04340,false,false,false,false,false,false,A
R04344,Crataegus x uhrovae,Soo,urn:lsid:easin.jrc.ec.europa.eu:species:R04344,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04344,false,false,false,false,false,false,Q
R04345,Crataerina melbae,"(Rondani, 1879)",urn:lsid:easin.jrc.ec.europa.eu:species:R04345,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04345,false,false,false,false,false,false,A
R04346,Cratyna falcata,"(Tuomikoski, 1960)",urn:lsid:easin.jrc.ec.europa.eu:species:R04346,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04346,false,false,false,false,true,false,A
R04347,Cratyna symplecta,"(Rudzinski, 1991)",urn:lsid:easin.jrc.ec.europa.eu:species:R04347,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04347,false,false,false,false,true,false,A
R19752,Crax rubra,"Linnaeus, 1758",urn:lsid:easin.jrc.ec.europa.eu:species:R19752,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19752,false,false,false,false,false,false,A
R04349,Crematogaster brevispinosa,"Mayr, 1870",urn:lsid:easin.jrc.ec.europa.eu:species:R04349,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04349,false,false,false,false,false,false,A
R04350,Crematogaster scutellaris,"(Olivier, 1792)",urn:lsid:easin.jrc.ec.europa.eu:species:R04350,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04350,false,false,false,false,true,false,A
R04352,Crenidens crenidens,"(Forsskål, 1775)",urn:lsid:easin.jrc.ec.europa.eu:species:R04352,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04352,false,false,false,false,false,false,A
R04353,Crenidorsum aroidephagus,"Martin & Aguiar, 2001",urn:lsid:easin.jrc.ec.europa.eu:species:R04353,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04353,false,false,false,false,false,false,A
R16997,Creophilus maxillosus,"(Linnaeus, 1758)",urn:lsid:easin.jrc.ec.europa.eu:species:R16997,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R16997,false,false,false,false,true,false,A
R16600,Crepidacantha poissonii,"(Audouin, 1826)",urn:lsid:easin.jrc.ec.europa.eu:species:R16600,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R16600,false,false,false,false,false,false,Q
R04358,Crepidula fornicata,"(Linnaeus, 1758)",urn:lsid:easin.jrc.ec.europa.eu:species:R04358,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04358,true,false,true,false,false,false,A
R20151,Crepidula onyx,"(G.B.Sowerby I, 1824)",urn:lsid:easin.jrc.ec.europa.eu:species:R20151,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R20151,false,false,false,false,false,true,A
R17305,Crepipatella dilatata,"(Lamarck, 1822)",urn:lsid:easin.jrc.ec.europa.eu:species:R17305,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R17305,false,false,false,false,false,false,A
R04359,Crepis alpina,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04359,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04359,false,false,false,false,true,false,A
R04360,Crepis aurea,Rchb.,urn:lsid:easin.jrc.ec.europa.eu:species:R04360,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04360,false,false,false,false,true,false,A
R04361,Crepis bellidifolia,Loisel.,urn:lsid:easin.jrc.ec.europa.eu:species:R04361,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04361,false,false,false,false,true,false,A
R04362,Crepis biennis,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04362,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04362,false,false,false,false,true,false,A
R04363,Crepis bursifolia,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04363,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04363,false,false,false,false,true,false,A
R04364,Crepis capillaris,(L.) Wallr.,urn:lsid:easin.jrc.ec.europa.eu:species:R04364,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04364,false,false,false,false,true,false,A
R18578,Crepis commutata,(Spreng.) Greuter,urn:lsid:easin.jrc.ec.europa.eu:species:R18578,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R18578,false,false,false,false,true,false,A
R04367,Crepis dioscoridis,Pourr. ex Willk. & Lange,urn:lsid:easin.jrc.ec.europa.eu:species:R04367,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04367,false,false,false,false,true,false,A
R04368,Crepis foetida,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04368,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04368,false,false,false,false,true,false,A
R04371,Crepis foetida subsp. rhoeadifolia,(M.Bieb.) Celak.,urn:lsid:easin.jrc.ec.europa.eu:species:R04371,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04371,false,false,false,false,true,false,A
R04372,Crepis micrantha,Czerep.,urn:lsid:easin.jrc.ec.europa.eu:species:R04372,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04372,false,false,false,false,true,false,A
R04373,Crepis neglecta,M.Bieb.,urn:lsid:easin.jrc.ec.europa.eu:species:R04373,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04373,false,false,false,false,true,false,A
R04374,Crepis nicaeensis,Balb. ex Pers.,urn:lsid:easin.jrc.ec.europa.eu:species:R04374,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04374,false,false,false,false,true,false,A
R04375,Crepis pulchra,Scop. ex Steud.,urn:lsid:easin.jrc.ec.europa.eu:species:R04375,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04375,false,false,false,false,true,false,A
R04377,Crepis rubra,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04377,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04377,false,false,false,false,true,false,A
R04378,Crepis sancta,(L.) Bornm.,urn:lsid:easin.jrc.ec.europa.eu:species:R04378,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04378,false,false,false,false,true,false,A
R04379,Crepis setosa,Haller f.,urn:lsid:easin.jrc.ec.europa.eu:species:R04379,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04379,false,false,false,false,true,false,A
R04380,Crepis tectorum,Vill.,urn:lsid:easin.jrc.ec.europa.eu:species:R04380,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04380,false,false,false,false,true,false,A
R04381,Crepis vesicaria,Balb.,urn:lsid:easin.jrc.ec.europa.eu:species:R04381,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04381,false,false,false,false,true,false,A
R04382,Crepis zacintha,(L.) Babc.,urn:lsid:easin.jrc.ec.europa.eu:species:R04382,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04382,false,false,false,false,true,false,A
R19083,Cribromiliolinella milletti,"(Cushman, 1954)",urn:lsid:easin.jrc.ec.europa.eu:species:R19083,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19083,false,false,false,false,false,false,A
R04384,Cricetus cricetus,"(Linnaeus, 1758)",urn:lsid:easin.jrc.ec.europa.eu:species:R04384,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04384,false,false,false,false,true,false,Q
R04386,Crinifer piscator,"(Boddaert, 1783)",urn:lsid:easin.jrc.ec.europa.eu:species:R04386,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04386,false,false,false,false,false,false,A
R04387,Crinum bulbispermum,(Burm.f.) Milne-Redh. & Schweick.,urn:lsid:easin.jrc.ec.europa.eu:species:R04387,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04387,false,false,false,true,false,false,A
R18791,Crinum moorei,Hook.f.,urn:lsid:easin.jrc.ec.europa.eu:species:R18791,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R18791,false,false,false,false,false,false,A
R04389,Crinum xpowellii,hort. ex Baker,urn:lsid:easin.jrc.ec.europa.eu:species:R04389,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04389,false,false,false,false,false,false,Q
R04390,Crioceris asparagi,"(Linnaeus, 1758)",urn:lsid:easin.jrc.ec.europa.eu:species:R04390,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04390,false,false,false,false,true,false,A
R20068,Crisicoccus pini,"(Kuwana, 1902) ",urn:lsid:easin.jrc.ec.europa.eu:species:R20068,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R20068,false,false,false,false,false,false,A
R17479,Cristapseudes omercooperi,"(Larwood, 1954)",urn:lsid:easin.jrc.ec.europa.eu:species:R17479,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R17479,false,false,false,false,false,false,A
R19072,Crisularia serrata,"(Lamarck, 1816)",urn:lsid:easin.jrc.ec.europa.eu:species:R19072,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19072,false,false,false,false,false,false,A
R19831,Crithagra atrogularis,"(A.Smith, 1836)",urn:lsid:easin.jrc.ec.europa.eu:species:R19831,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19831,false,false,false,false,false,false,A
R19832,Crithagra dorsostriata,"Reichenow, 1887",urn:lsid:easin.jrc.ec.europa.eu:species:R19832,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19832,false,false,false,false,false,false,A
R04391,Crithmum maritimum,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04391,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04391,false,false,false,false,true,false,Q
R04392,Critomolgus actiniae,"(Della Valle, 1880)",urn:lsid:easin.jrc.ec.europa.eu:species:R04392,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04392,false,false,false,false,false,false,C
R04393,Crocidosema plebejana,"Zeller, 1847",urn:lsid:easin.jrc.ec.europa.eu:species:R04393,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04393,true,false,false,false,true,false,A
R04394,Crocidura russula,"(Hermann, 1780)",urn:lsid:easin.jrc.ec.europa.eu:species:R04394,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04394,false,false,false,false,true,false,A
R04395,Crocidura suaveolens,"(Pallas, 1811)",urn:lsid:easin.jrc.ec.europa.eu:species:R04395,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04395,false,false,false,false,true,false,A
R04396,Crocodylus niloticus,"Laurenti, 1768",urn:lsid:easin.jrc.ec.europa.eu:species:R04396,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04396,false,false,false,false,false,false,Q
R04397,Crocodylus rhombifer,"(Cuvier, 1807)",urn:lsid:easin.jrc.ec.europa.eu:species:R04397,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04397,false,false,false,false,false,false,Q
R04398,Crocosmia aurea,(Pappe ex Hook.) Planch.,urn:lsid:easin.jrc.ec.europa.eu:species:R04398,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04398,false,false,false,false,false,false,A
R04400,Crocosmia crocosmiiflora,(Nicholson) N.E.Br.,urn:lsid:easin.jrc.ec.europa.eu:species:R04400,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04400,false,false,false,false,false,true,A
R04401,Crocosmia masoniorum,(L.Bolus) N.E.Br.,urn:lsid:easin.jrc.ec.europa.eu:species:R04401,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04401,false,false,false,false,false,false,A
R04402,Crocosmia paniculata,(Klatt) Goldblatt,urn:lsid:easin.jrc.ec.europa.eu:species:R04402,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04402,false,false,false,false,false,false,A
R04403,Crocosmia pottsii,(Baker) N.E.Br.,urn:lsid:easin.jrc.ec.europa.eu:species:R04403,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04403,false,false,false,false,false,false,A
R04406,Crocus ancyrensis,(Herb.) Maw,urn:lsid:easin.jrc.ec.europa.eu:species:R04406,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04406,false,false,false,false,false,false,A
R04407,Crocus angustifolius,Weston,urn:lsid:easin.jrc.ec.europa.eu:species:R04407,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04407,false,false,false,false,true,false,A
R04409,Crocus banaticus,J.Gay,urn:lsid:easin.jrc.ec.europa.eu:species:R04409,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04409,false,false,false,false,true,false,A
R04410,Crocus biflorus,Mill.,urn:lsid:easin.jrc.ec.europa.eu:species:R04410,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04410,false,false,false,false,true,false,A
R04429,Crocus caeruleus,Weston,urn:lsid:easin.jrc.ec.europa.eu:species:R04429,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04429,false,false,false,false,true,false,A
R04412,Crocus chrysanthus,(Herb.) Herb.,urn:lsid:easin.jrc.ec.europa.eu:species:R04412,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04412,false,false,false,false,true,false,A
R04413,Crocus etruscus,Parl.,urn:lsid:easin.jrc.ec.europa.eu:species:R04413,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04413,false,false,false,false,true,false,A
R04414,Crocus flavus,Weston,urn:lsid:easin.jrc.ec.europa.eu:species:R04414,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04414,false,false,false,false,true,false,A
R04415,Crocus heuffelianus,Herb.,urn:lsid:easin.jrc.ec.europa.eu:species:R04415,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04415,false,false,false,false,true,false,A
R04416,Crocus kotschyanus,K.Koch,urn:lsid:easin.jrc.ec.europa.eu:species:R04416,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04416,false,false,false,false,true,false,A
R04417,Crocus ligusticus,Mariotti,urn:lsid:easin.jrc.ec.europa.eu:species:R04417,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04417,false,false,false,false,true,false,A
R04418,Crocus longiflorus,Raf.,urn:lsid:easin.jrc.ec.europa.eu:species:R04418,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04418,false,false,false,false,true,false,A
R04419,Crocus nudiflorus,Hohen.,urn:lsid:easin.jrc.ec.europa.eu:species:R04419,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04419,false,false,false,false,true,false,A
R04420,Crocus pulchellus,Herb.,urn:lsid:easin.jrc.ec.europa.eu:species:R04420,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04420,false,false,false,false,true,false,A
R04422,Crocus sativus,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04422,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04422,false,false,false,false,true,false,A
R04423,Crocus serotinus,Salisb.,urn:lsid:easin.jrc.ec.europa.eu:species:R04423,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04423,false,false,false,false,true,false,A
R04424,Crocus sieberi,J.Gay,urn:lsid:easin.jrc.ec.europa.eu:species:R04424,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04424,false,false,false,false,true,false,A
R04425,Crocus speciosus,M.Bieb.,urn:lsid:easin.jrc.ec.europa.eu:species:R04425,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04425,false,false,false,false,true,false,A
R04426,Crocus tommasinianus,Herb.,urn:lsid:easin.jrc.ec.europa.eu:species:R04426,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04426,false,false,false,false,true,false,A
R04428,Crocus vernus,(L.) Hill,urn:lsid:easin.jrc.ec.europa.eu:species:R04428,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04428,false,false,false,false,true,false,A
R18789,Crocus vernus x C. tommasinianus,,urn:lsid:easin.jrc.ec.europa.eu:species:R18789,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R18789,false,false,false,false,false,false,A
R04431,Crocus x hybridus,Petrovic,urn:lsid:easin.jrc.ec.europa.eu:species:R04431,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04431,false,false,false,false,false,false,A
R04432,Crocus x stellaris,Haw.,urn:lsid:easin.jrc.ec.europa.eu:species:R04432,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04432,false,false,false,false,false,false,Q
R04433,Cronartium flaccidum,"(Alb. & Schwein.) G.Winter, 1880",urn:lsid:easin.jrc.ec.europa.eu:species:R04433,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04433,true,false,false,false,false,false,C
R04435,Cronartium quercuum,(Berk.) Miyabe ex Shirai,urn:lsid:easin.jrc.ec.europa.eu:species:R04435,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04435,false,false,false,false,false,false,A
R04436,Cronartium ribicola,J.C.Fisch.,urn:lsid:easin.jrc.ec.europa.eu:species:R04436,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04436,true,false,false,false,false,false,A
R04437,Crossopriza lyoni,"(Blackwall, 1867)",urn:lsid:easin.jrc.ec.europa.eu:species:R04437,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04437,false,false,false,false,false,false,A
R19759,Crossoptilon auritum,"(Pallas, 1811)",urn:lsid:easin.jrc.ec.europa.eu:species:R19759,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19759,false,false,false,false,false,false,A
R04439,Crotalaria juncea,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04439,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04439,false,false,false,false,false,false,A
R04440,Crotaphopeltis hotamboeia,"(Laurenti, 1768)",urn:lsid:easin.jrc.ec.europa.eu:species:R04440,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04440,false,false,false,false,false,false,Q
R04441,Crucianella angustifolia,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04441,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04441,false,false,false,false,true,false,A
R04442,Crucianella gilanica,Trin.,urn:lsid:easin.jrc.ec.europa.eu:species:R04442,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04442,false,false,false,false,true,false,A
R04443,Crucianella latifolia,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R04443,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04443,false,false,false,false,true,false,A
R04444,Cruciata glabra,(L.) Opiz,urn:lsid:easin.jrc.ec.europa.eu:species:R04444,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04444,false,false,false,false,true,false,A
R04445,Cruciata laevipes,Opiz,urn:lsid:easin.jrc.ec.europa.eu:species:R04445,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04445,false,false,false,false,false,false,A
R04449,Cryphalus abietis,"Ratzeburg, 1837",urn:lsid:easin.jrc.ec.europa.eu:species:R04449,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04449,false,false,false,false,true,false,A
R20047,Cryphalus dilutus,"Eichhoff, 1878",urn:lsid:easin.jrc.ec.europa.eu:species:R20047,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R20047,false,false,false,false,false,false,A
R04450,Cryphalus pallidus,"Eichhoff, 1872a",urn:lsid:easin.jrc.ec.europa.eu:species:R04450,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04450,false,false,false,false,false,false,A
R04451,Cryphalus piceae,"Wood & Bright, 1992",urn:lsid:easin.jrc.ec.europa.eu:species:R04451,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04451,false,false,false,false,true,false,A
R19593,Cryphodera brinkmani,"Colbran, 1966",urn:lsid:easin.jrc.ec.europa.eu:species:R19593,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19593,false,false,false,false,false,false,A
R04453,Cryphonectria parasitica,(Murrill) M.E.Barr,urn:lsid:easin.jrc.ec.europa.eu:species:R04453,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04453,true,false,false,false,false,false,A
R04454,Crypsis aculeata,(L.) Aiton,urn:lsid:easin.jrc.ec.europa.eu:species:R04454,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04454,false,false,false,false,true,false,A
R04455,Crypsis alopecuroides,(Piller & Mitterp.) Schrad.,urn:lsid:easin.jrc.ec.europa.eu:species:R04455,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04455,false,false,false,false,true,false,A
R04456,Crypsis schoenoides,Hochst. ex Steud.,urn:lsid:easin.jrc.ec.europa.eu:species:R04456,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R04456,false,false,false,false,true,false,A
