"","V1","V2"
"69","Phalacrocorax sulcirostris","Chordata"
"70","Cephalopholis urodeta","Chordata"
"71","Egretta garzetta","Chordata"
"72","Orbicella faveolata","Cnidaria"
"73","Chlorurus sordidus","Chordata"
"74","Montastraea cavernosa","Cnidaria"
"75","Labroides dimidiatus","Chordata"
"76","Natator depressa","Chordata"
"77","Paracirrhites arcatus","Chordata"
"78","Stegastes fasciolatus","Chordata"
"79","Macrosetella gracilis","Arthropoda"
"80","Saurida undosquamis","Chordata"
"81","Egretta novaehollandiae","Chordata"
"82","Pelecanus conspicillatus","Chordata"
"83","Lepidocybium flavobrunneum","Chordata"
"84","Lutjanus argentimaculatus","Chordata"
"85","Calocalanus plumulosus","Arthropoda"
"86","Euterpina acutifrons","Arthropoda"
"87","Acanthochromis polyacanthus","Chordata"
"88","Thalassoma bifasciatum","Chordata"
"89","Undinula vulgaris","Arthropoda"
"90","Pseudodiploria strigosa","Cnidaria"
"91","Trichiurus lepturus","Chordata"
"92","Abalistes stellatus","Chordata"
"93","Clausocalanus furcatus","Arthropoda"
"94","Pomacentrus coelestis","Chordata"
"95","Seriola rivoliana","Chordata"
"96","Selaroides leptolepis","Chordata"
"97","Himantopus himantopus","Chordata"
"98",NA,NA
"99","Chlorurus microrhinos","Chordata"
"100","Caranx ignobilis","Chordata"
"101","Kyphosus sydneyanus","Chordata"
"102","Pomacentrus lepidogenys","Chordata"
"103","Thalassoma lutescens","Chordata"
"104","Sterna hirundo","Chordata"
"105","Makaira nigricans","Chordata"
"106","Scarus taeniopterus","Chordata"
"107","Anas superciliosa","Chordata"
"108","Scarus niger","Chordata"
"109","Epibulus insidiator","Chordata"
"110","Haemulon flavolineatum","Chordata"
"111","Acropora palmata","Cnidaria"
"112","Porites porites","Cnidaria"
"113","Agaricia agaricites","Cnidaria"
"114","Mesophoyx intermedia","Chordata"
"115","Monotaxis grandoculis","Chordata"
"116","Gomphosus varius","Chordata"
"117","Macquaria novemaculeata","Chordata"
"118","Fistularia petimba","Chordata"
"119","Scarus rubroviolaceus","Chordata"
"120","Dascyllus reticulatus","Chordata"
"121","Halichoeres bivittatus","Chordata"
"122","Amblyglyphidodon curacao","Chordata"
"123","Carangoides fulvoguttatus","Chordata"
"124","Acanthurus lineatus","Chordata"
"125","Hemigymnus fasciatus","Chordata"
"126",NA,NA
"127","Microspathodon chrysurus","Chordata"
"128","Chaetodon trifasciatus","Chordata"
"129","Plectropomus laevis","Chordata"
"130","Zanclus cornutus","Chordata"
"131","Pomacentrus moluccensis","Chordata"
"132","Halichoeres garnoti","Chordata"
"133","Plectroglyphidodon johnstonianus","Chordata"
"134","Pareucalanus attenuatus","Arthropoda"
"135","Chromis margaritifer","Chordata"
"136","Halichoeres ornatissimus","Chordata"
"137","Parupeneus multifasciatus","Chordata"
"138","Mecynocera clausi","Arthropoda"
"139","Scarus psittacus","Chordata"
"140","Pastinachus atrus","Chordata"
"141","Coris aygula","Chordata"
"142","Hydrophis elegans","Chordata"
"143","Stegastes partitus","Chordata"
"144","Neopomacentrus azysron","Chordata"
"145","Delibus nudus","Arthropoda"
"146","Chaetodon capistratus","Chordata"
"147","Plegadis falcinellus","Chordata"
"148","Ocyurus chrysurus","Chordata"
"149","Larus novaehollandiae","Chordata"
"150","Sphyrna lewini","Chordata"
"151","Centropages furcatus","Arthropoda"
"152","Scarus schlegeli","Chordata"
"153","Tridacna maxima","Mollusca"
"154",NA,NA
"155","Canthocalanus pauper","Arthropoda"
"156","Dermochelys coriacea","Chordata"
"157","Glyphis glyphis","Chordata"
"158","Melichthys vidua","Chordata"
"159","Centropyge flavissima","Chordata"
"160","Balistapus undulatus","Chordata"
"161","Carcharhinus longimanus","Chordata"
"162","Tursiops truncatus","Chordata"
"163","Cheilinus fasciatus","Chordata"
"164","Kyphosus cinerascens","Chordata"
"165","Hemigymnus melapterus","Chordata"
"166","Acropora samoensis","Cnidaria"
"167","Lethrinus atkinsoni","Chordata"
"168","Carcharhinus obscurus","Chordata"
"169","Kyphosus sectatrix","Chordata"
"170","Elseyornis melanops","Chordata"
"171","Birgus latro","Arthropoda"
"172","Scarus frenatus","Chordata"
"173","Alepisaurus ferox","Chordata"
"174","Lutjanus carponotatus","Chordata"
"175","Istiompax indica","Chordata"
"176","Cephalopholis fulva","Chordata"
"177","Balistes capriscus","Chordata"
"178","Pomacentrus wardi","Chordata"
"179","Anas gracilis","Chordata"
"180","Chlidonias hybrida","Chordata"
"181","Chaetodon citrinellus","Chordata"
"182","Acartia (Acartiura) clausi","Arthropoda"
"183","Leptastrea purpurea","Cnidaria"
"184","Scolecithrix danae","Arthropoda"
"185","Photopectoralis bindus","Chordata"
"186","Pomacentrus amboinensis","Chordata"
"187","Lutjanus vitta","Chordata"
"188","Pomacentrus philippinus","Chordata"
"189","Dugong dugon","Chordata"
"190","Pomacentrus bankanensis","Chordata"
"191","Nemipterus furcosus","Chordata"
"192","Cephalopholis argus","Chordata"
"193","Scarus chameleon","Chordata"
"194","Chlorurus spilurus","Chordata"
"195","Plectroglyphidodon dickii","Chordata"
"196","Pentaprion longimanus","Chordata"
"197","Pomacentrus brachialis","Chordata"
"198","Pentapodus porosus","Chordata"
"199","Rhincalanus nasutus","Arthropoda"
"200","Lethrinus lentjan","Chordata"
"201","Siganus doliatus","Chordata"
"202","Pavona varians","Cnidaria"
"203","Scarus forsteni","Chordata"
"204","Chaetodon baronessa","Chordata"
"205","Pterocaesio digramma","Chordata"
"206","Chaetodon vagabundus","Chordata"
"207","Chaetodon auriga","Chordata"
"208","Flaccisagitta enflata","Chaetognatha"
"209","Siganus fuscescens","Chordata"
"210","Stenella attenuata","Chordata"
"211",NA,NA
"212","Rhincalanus cornutus","Arthropoda"
"213","Neocalanus gracilis","Arthropoda"
"214","Chrysiptera rollandi","Chordata"
"215","Acanthurus chirurgus","Chordata"
"216","Choerodon fasciatus","Chordata"
"217","Lutjanus gibbus","Chordata"
"218","Centropyge shepardi","Chordata"
"219","Scarus ghobban","Chordata"
"220","Chromis agilis","Chordata"
"221","Chromis ternatensis","Chordata"
"222","Prionace glauca","Chordata"
"223","Neoglyphidodon nigroris","Chordata"
"224","Caretta caretta","Chordata"
"225","Chaetodon rainfordi","Chordata"
"226","Calocalanus styliremis","Arthropoda"
"227","Priacanthus tayenus","Chordata"
"228","Pterosagitta draco","Chaetognatha"
"229","Scarus spinus","Chordata"
"230","Haematopus longirostris","Chordata"
"231","Parvocalanus latus","Arthropoda"
"232","Colpophyllia natans","Cnidaria"
"233",NA,NA
"234","Calocalanus contractus","Arthropoda"
"235","Cephalopholis cruentata","Chordata"
"236","Agaricia tenuifolia","Cnidaria"
"237","Terapon theraps","Chordata"
"238","Scarus globiceps","Chordata"
"239","Scarus altipinnis","Chordata"
"240","Haliaeetus leucogaster","Chordata"
"241","Chromis acares","Chordata"
"242","Flaccisagitta hexaptera","Chaetognatha"
"243","Pteroplatytrygon violacea","Chordata"
"244","Lutjanus fulviflamma","Chordata"
"245","Sterna bergii","Chordata"
"246","Sula sula","Chordata"
"247","Lutjanus apodus","Chordata"
"248","Thalassoma lunare","Chordata"
"249","Subeucalanus mucronatus","Arthropoda"
"250","Lapemis hardwickii","Chordata"
"251","Stenella coeruleoalba","Chordata"
"252","Chaetodon aureofasciatus","Chordata"
"253","Pocillopora meandrina","Cnidaria"
"254","Temora discaudata","Arthropoda"
"255","Nemipterus hexodon","Chordata"
"256","Acropora valida","Cnidaria"
"257","Numenius phaeopus","Chordata"
"258","Acropora hyacinthus","Cnidaria"
"259","Euthynnus alletteratus","Chordata"
"260","Amblyglyphidodon leucogaster","Chordata"
"261","Oxycheilinus unifasciatus","Chordata"
"262","Chromis atripectoralis","Chordata"
"263","Equulites moretoniensis","Chordata"
"264","Scarus oviceps","Chordata"
"265","Carcharhinus sorrah","Chordata"
"266","Nemipterus peronii","Chordata"
"267","Aidanosagitta regularis","Chaetognatha"
"268","Ostorhinchus fasciatus","Chordata"
"269","Anhinga novaehollandiae","Chordata"
"270","Acartia (Acartia) negligens","Arthropoda"
"271","Himantura uarnak","Chordata"
"272","Krohnitta subtilis","Chaetognatha"
"273","Carangoides coeruleopinnatus","Chordata"
"274","Pagellus bellottii","Chordata"
"275","Acrocalanus gracilis","Arthropoda"
"276","Serratosagitta pacifica","Chaetognatha"
"277","Gelochelidon nilotica","Chordata"
"278","Upeneus sulphureus","Chordata"
"279","Krohnitta pacifica","Chaetognatha"
"280","Chaetodon trifascialis","Chordata"
"281","Caranx sexfasciatus","Chordata"
"282","Ferosagitta robusta","Chaetognatha"
"283","Caranx bucculentus","Chordata"
"284","Actitis hypoleucos","Chordata"
"285",NA,NA
"286","Aidanosagitta neglecta","Chaetognatha"
"287","Scarus flavipectoralis","Chordata"
"288","Lagocephalus sceleratus","Chordata"
"289","Forcipiger flavissimus","Chordata"
"290","Chaetodon melannotus","Chordata"
"291","Epinephelus fasciatus","Chordata"
"292","Oithona plumifera","Arthropoda"
"293","Tringa nebularia","Chordata"
"294","Merluccius polli","Chordata"
"295","Chaetodon plebeius","Chordata"
"296","Macropharyngodon meleagris","Chordata"
"297","Pomachromis guamensis","Chordata"
"298","Sousa sahulensis","Chordata"
"299","Trachinocephalus myops","Chordata"
"300","Chromis xanthura","Chordata"
"301","Platax teira","Chordata"
"302","Acanthaster planci","Echinodermata"
"303","Chaetodon ornatissimus","Chordata"
"304","Sufflamen bursa","Chordata"
"305","Orbicella franksi","Cnidaria"
"306","Paracalanus denudatus","Arthropoda"
"307","Ferosagitta ferox","Chaetognatha"
"308","Echeneis naucrates","Chordata"
"309","Linckia laevigata","Echinodermata"
"310","Temora stylifera","Arthropoda"
"311","Chromis weberi","Chordata"
"312","Sagitta bipunctata","Chaetognatha"
"313","Chromis cyanea","Chordata"
"314","Holocentrus rufus","Chordata"
"315","Lutjanus sebae","Chordata"
"316","Calanopia elliptica","Arthropoda"
"317",NA,NA
"318","Chrysiptera talboti","Chordata"
"319","Canthigaster rostrata","Chordata"
"320","Caranx melampygus","Chordata"
"321","Tridacna crocea","Mollusca"
"322","Galaxea fascicularis","Cnidaria"
"323","Jaydia poeciloptera","Chordata"
"324","Chaetodon kleinii","Chordata"
"325","Egretta sacra","Chordata"
"326","Pseudotolithus typus","Chordata"
"327","Paracirrhites forsteri","Chordata"
"328","Chromis vanderbilti","Chordata"
"329","Caranx ruber","Chordata"
"330","Chrysiptera brownriggii","Chordata"
"331","Caesio cuning","Chordata"
"332","Dentex angolensis","Chordata"
"333","Sphyrna mokarran","Chordata"
"334","Hydroprogne caspia","Chordata"
"335","Ethmalosa fimbriata","Chordata"
"336",NA,NA
"337","Selar crumenophthalmus","Chordata"
"338","Pentapodus vitta","Chordata"
"339","Pterois volitans","Chordata"
"340","Stegastes leucostictus","Chordata"
"341","Zonosagitta bedoti","Chaetognatha"
"342","Lutjanus malabaricus","Chordata"
"343","Sula leucogaster","Chordata"
"344","Halichoeres maculipinna","Chordata"
"345","Istiophorus platypterus","Chordata"
"346","Brachydeuterus auritus","Chordata"
"347","Zebrasoma velifer","Chordata"
"348","Dascyllus trimaculatus","Chordata"
"349",NA,NA
"350","Porites rus","Cnidaria"
"351","Goniastrea retiformis","Cnidaria"
"352","Pleuromamma indica","Arthropoda"
"353","Nemoossis belloci","Chordata"
"354","Melichthys niger","Chordata"
"355",NA,NA
"356","Trixiphichthys weberi","Chordata"
"357","Acropora nasuta","Cnidaria"
"358","Pristotis obtusirostris","Chordata"
"359","Phaethon lepturus","Chordata"
"360","Dipsastraea matthaii","Cnidaria"
"361","Siganus vulpinus","Chordata"
"362","Zonosagitta pulchra","Chaetognatha"
"363","Trachurus trecae","Chordata"
"364","Pomacentrus nagasakiensis","Chordata"
"365","Neoglyphidodon melas","Chordata"
"366","Esacus magnirostris","Chordata"
"367","Phalacrocorax varius","Chordata"
"368","Subeucalanus subtenuis","Arthropoda"
"369","Sparisoma rubripinne","Chordata"
"370","Linckia multifora","Echinodermata"
"371","Elates ransonnettii","Chordata"
"372","Carangoides gymnostethus","Chordata"
"373","Aythya australis","Chordata"
"374","Delphinus delphis","Chordata"
"375","Parupeneus heptacanthus","Chordata"
"376","Raja miraletus","Chordata"
"377","Holacanthus tricolor","Chordata"
"378","Epinephelus multinotatus","Chordata"
"379","Acropora humilis","Cnidaria"
"380","Psettodes erumei","Chordata"
"381","Variola louti","Chordata"
"382","Millepora alcicornis","Cnidaria"
"383","Citharus linguatula","Chordata"
"384","Coris gaimard","Chordata"
"385","Scolopsis taenioptera","Chordata"
"386","Chaetodon punctatofasciatus","Chordata"
"387","Carangoides malabaricus","Chordata"
"388","Aphareus furca","Chordata"
"389","Halichoeres biocellatus","Chordata"
"390","Jaydia truncata","Chordata"
"391","Pocillopora damicornis","Cnidaria"
"392","Taeniura lymma","Chordata"
"393","Chromis lepidolepis","Chordata"
"394","Thalassoma amblycephalum","Chordata"
"395","Acropora muricata","Cnidaria"
"396","Chaetodon ephippium","Chordata"
"397","Pomacentrus adelus","Chordata"
"398","Mobula alfredi","Chordata"
"399","Synagrops microlepis","Chordata"
"400","Ilisha africana","Chordata"
"401","Mesosagitta minima","Chaetognatha"
"402","Temoropia mayumbaensis","Arthropoda"
"403","Astreopora myriophthalma","Cnidaria"
"404","Saurida argentea","Chordata"
"405","Amusium pleuronectes","Mollusca"
"406","Gnathanodon speciosus","Chordata"
"407","Sufflamen chrysopterum","Chordata"
"408",NA,NA
"409",NA,NA
"410","Euchaeta concinna","Arthropoda"
"411","Inegocia japonica","Chordata"
"412","Isurus oxyrinchus","Chordata"
"413","Millepora complanata","Cnidaria"
"414","Diploria labyrinthiformis","Cnidaria"
"415","Cetoscarus ocellatus","Chordata"
"416","Upeneus tragula","Chordata"
"417","Chrysiptera rex","Chordata"
"418","Rhizoprionodon acutus","Chordata"
"419","Chloroscombrus chrysurus","Chordata"
"420","Lutjanus kasmira","Chordata"
"421","Acropora millepora","Cnidaria"
"422","Subeucalanus crassus","Arthropoda"
"423","Serranus tigrinus","Chordata"
"424","Stenella longirostris","Chordata"
"425","Acrocalanus longicornis","Arthropoda"
"426","Acropora cerealis","Cnidaria"
"427","Scomberomorus commerson","Chordata"
"428","Haemulon plumierii","Chordata"
"429","Erythropodium caribaeorum","Cnidaria"
"430","Zeus faber","Chordata"
"431","Mesocalanus tenuicornis","Arthropoda"
"432","Bodianus rufus","Chordata"
"433",NA,NA
"434","Epinephelus guttatus","Chordata"
"435","Coryphopterus glaucofraenum","Chordata"
"436","Echinostrephus aciculatus","Echinodermata"
"437","Scolopsis monogramma","Chordata"
"438","Pseudotolithus elongatus","Chordata"
"439","Acropora loripes","Cnidaria"
"440","Siganus punctatus","Chordata"
"441","Atule mate","Chordata"
"442","Hipposcarus longiceps","Chordata"
"443","Acropora tenuis","Cnidaria"
"444","Argyrops spinifer","Chordata"
"445","Oithona simplex","Arthropoda"
"446","Pseudupeneus maculatus","Chordata"
"447","Siderastrea radians","Cnidaria"
"448","Holothuria (Halodeima) atra","Echinodermata"
"449","Calidris ruficollis","Chordata"
"450","Acropora robusta","Cnidaria"
"451","Carcharhinus cautus","Chordata"
"452","Rastrelliger kanagurta","Chordata"
"453","Nemipterus celebicus","Chordata"
"454","Dentex macrophthalmus","Chordata"
"455","Pellona ditchela","Chordata"
"456","Thenus australiensis","Arthropoda"
"457","Mycteroperca olfax","Chordata"
"458","Stethojulis bandanensis","Chordata"
"459","Haemulon sciurus","Chordata"
"460","Scarus vetula","Chordata"
"461","Galeorhinus galeus","Chordata"
"462","Stegastes adustus","Chordata"
"463","Rhynchostracion nasus","Chordata"
"464","Calidris acuminata","Chordata"
"465","Acropora divaricata","Cnidaria"
"466","Seriolina nigrofasciata","Chordata"
"467","Numenius madagascariensis","Chordata"
"468","Saurida brasiliensis","Chordata"
"469","Halichoeres margaritaceus","Chordata"
"470","Umbrina canariensis","Chordata"
"471","Lutjanus synagris","Chordata"
"472","Eleutheronema tetradactylum","Chordata"
"473","Morus bassanus","Chordata"
"474","Stylophora pistillata","Cnidaria"
"475","Lutjanus johnii","Chordata"
"476","Pygoplites diacanthus","Chordata"
"477","Decapterus russelli","Chordata"
"478","Elacatinus evelynae","Chordata"
"479","Rochia nilotica","Mollusca"
"480","Brotula barbata","Chordata"
"481","Stephanocoenia intersepta","Cnidaria"
"482","Chelmon rostratus","Chordata"
"483","Equulites leuciscus","Chordata"
"484","Pterocaesio tile","Chordata"
"485","Zenopsis conchifer","Chordata"
"486","Rissa tridactyla","Chordata"
"487","Sardinella maderensis","Chordata"
"488","Carangoides humerosus","Chordata"
"489","Priacanthus hamrur","Chordata"
"490","Lethrinus miniatus","Chordata"
"491","Dipsastraea pallida","Cnidaria"
"492","Saurida gracilis","Chordata"
"493","Galeoides decadactylus","Chordata"
"494","Gerres filamentosus","Chordata"
"495","Sargocentron rubrum","Chordata"
"496","Scomberomorus queenslandicus","Chordata"
"497","Lethrinus genivittatus","Chordata"
"498","Secutor insidiator","Chordata"
"499","Parupeneus insularis","Chordata"
"500","Acropora secale","Cnidaria"
"501","Rhizoprionodon taylori","Chordata"
"502","Chaetodon striatus","Chordata"
"503","Temora turbinata","Arthropoda"
"504","Neocirrhites armatus","Chordata"
"505","Chromis multilineata","Chordata"
"506","Dibranchus atlanticus","Chordata"
"507","Echinothrix diadema","Echinodermata"
"508","Calanoides carinatus","Arthropoda"
"509",NA,NA
"510","Rachycentron canadum","Chordata"
"511","Parapenaeus longirostris","Arthropoda"
"512","Chaetodon pelewensis","Chordata"
"513","Chaetodon reticulatus","Chordata"
"514","Pseudocheilinus hexataenia","Chordata"
"515","Sparisoma radians","Chordata"
"516","Meandrina meandrites","Cnidaria"
"517","Parachaetodon ocellatus","Chordata"
"518","Platygyra daedalea","Cnidaria"
"519","Epinephelus areolatus","Chordata"
"520","Sargocentron tiere","Chordata"
"521","Penaeus esculentus","Arthropoda"
"522","Oithona nana","Arthropoda"
"523","Sternula albifrons","Chordata"
"524","Aristeus varidens","Arthropoda"
"525","Lutjanus lutjanus","Chordata"
"526","Charadrius ruficapillus","Chordata"
"527","Chromis atripes","Chordata"
"528","Acanthurus grammoptilus","Chordata"
"529","Stegastes planifrons","Chordata"
"530","Acropora aculeus","Cnidaria"
"531","Mustelus antarcticus","Chordata"
"532","Chaetodon lineolatus","Chordata"
"533","Stegastes apicalis","Chordata"
"534","Dipsastraea favus","Cnidaria"
"535","Limosa lapponica","Chordata"
"536","Laemonema laureysi","Chordata"
"537","Coelorinchus caelorhincus","Chordata"
"538","Haloptilus longicornis","Arthropoda"
"539","Chlidonias leucopterus","Chordata"
"540","Apistus carinatus","Chordata"
"541","Grammatobothus polyophthalmus","Chordata"
"542","Chaetodon lunula","Chordata"
"543","Dascyllus aruanus","Chordata"
"544","Sargocentron caudimaculatum","Chordata"
"545","Terapon jarbua","Chordata"
"546","Penaeus semisulcatus","Arthropoda"
"547",NA,NA
"548",NA,NA
"549",NA,NA
"550","Boops boops","Chordata"
"551","Tringa brevipes","Chordata"
"552","Chlidonias niger","Chordata"
"553","Chaetodontoplus duboulayi","Chordata"
"554","Carangoides talamparoides","Chordata"
"555","Eubleekeria splendens","Chordata"
"556","Tringa stagnatilis","Chordata"
"557","Cirrhilabrus katherinae","Chordata"
"558","Torpedo torpedo","Chordata"
"559","Goniastrea pectinata","Cnidaria"
"560","Acartia (Acartia) danae","Arthropoda"
"561","Acropora latistella","Cnidaria"
"562","Acropora cervicornis","Cnidaria"
"563","Acropora florida","Cnidaria"
"564","Chrysiptera traceyi","Chordata"
"565","Suggrundus macracanthus","Chordata"
"566","Pseudocheilinus octotaenia","Chordata"
"567","Leiopotherapon unicolor","Chordata"
"568","Paralonchurus peruanus","Chordata"
"569","Netuma thalassina","Chordata"
"570","Myripristis berndti","Chordata"
"571","Parupeneus cyclostomus","Chordata"
"572","Metapenaeus endeavouri","Arthropoda"
"573","Charadrius leschenaultii","Chordata"
"574","Oncaea media","Arthropoda"
"575","Apohyale media","Arthropoda"
"576","Acropora microphthalma","Cnidaria"
"577","Acropora austera","Cnidaria"
"578","Chaetodon ulietensis","Chordata"
"579","Pseudocheilinus evanidus","Chordata"
"580","Holocentrus adscensionis","Chordata"
"581","Orcaella heinsohni","Chordata"
"582","Cheilinus undulatus","Chordata"
"583","Siganus puellus","Chordata"
"584","Echinometra mathaei","Echinodermata"
"585","Favites abdita","Cnidaria"
"586","Mobula birostris","Chordata"
"587","Arenaria interpres","Chordata"
"588","Phocoena phocoena","Chordata"
"589","Parastromateus niger","Chordata"
"590","Sardinella gibbosa","Chordata"
"591","Orthoconchoecia atlantica","Arthropoda"
"592","Halosaurus ovenii","Chordata"
"593","Chelidonichthys gabonensis","Chordata"
"594","Pseudupeneus prayensis","Chordata"
"595","Epinephelus aeneus","Chordata"
"596","Stichopus chloronotus","Echinodermata"
"597","Chaetodon hoefleri","Chordata"
"598","Fungia fungites","Cnidaria"
"599","Corycaeus speciosus","Arthropoda"
"600","Pomadasys maculatus","Chordata"
"601","Favites valenciennesii","Cnidaria"
"602","Goniastrea edwardsi","Cnidaria"
"603","Anguilla japonica","Chordata"
"604","Acropora elseyi","Cnidaria"
"605","Trigla lyra","Chordata"
"606","Hydrophis major","Chordata"
"607","Carcharhinus dussumieri","Chordata"
"608","Gazza minuta","Chordata"
"609","Scomber scombrus","Chordata"
"610","Choerodon cauteroma","Chordata"
"611","Lagocephalus laevigatus","Chordata"
"612","Sardinella aurita","Chordata"
"613","Pateobatis fai","Chordata"
"614","Terebellides stroemii","Annelida"
"615","Dentex congoensis","Chordata"
"616","Acanthurus tractus","Chordata"
"617","Macolor niger","Chordata"
"618","Pseudorhombus diplospilus","Chordata"
"619","Pomadasys incisus","Chordata"
"620","Nemipterus nematopus","Chordata"
"621","Peristedion cataphractum","Chordata"
"622","Yarrella blackfordi","Chordata"
"623","Pomacanthus imperator","Chordata"
"624","Pseudodiploria clivosa","Cnidaria"
"625","Hymenocephalus italicus","Chordata"
"626","Malacocephalus occidentalis","Chordata"
"627","Chaetodon unimaculatus","Chordata"
"628","Numenius minutus","Chordata"
"629","Cheilodipterus quinquelineatus","Chordata"
"630","Cirrhitichthys falco","Chordata"
"631","Pagrus caeruleostictus","Chordata"
"632","Ctenochaetus cyanocheilus","Chordata"
"633","Diodon hystrix","Chordata"
"634","Pseudorhombus dupliciocellatus","Chordata"
"635","Balistes vetula","Chordata"
"636","Caranx senegallus","Chordata"
"637","Calidris tenuirostris","Chordata"
"638","Nezumia aequalis","Chordata"
"639","Parvocalanus crassirostris","Arthropoda"
"640","Macolor macularis","Chordata"
"641","Dicologlossa cuneata","Chordata"
"642","Upeneus sundaicus","Chordata"
"643","Chaunax pictus","Chordata"
"644","Antennarius striatus","Chordata"
"645","Illex coindetii","Mollusca"
"646","Raja straeleni","Chordata"
"647","Acropora cytherea","Cnidaria"
"648","Serratosagitta pseudoserratodentata","Chaetognatha"
"649","Abudefduf saxatilis","Chordata"
"650","Goniastrea stelligera","Cnidaria"
"651","Pseudotolithus senegalensis","Chordata"
"652","Epinephelus merra","Chordata"
"653","Mussismilia braziliensis","Cnidaria"
"654","Leiognathus equulus","Chordata"
"655","Ruvettus pretiosus","Chordata"
"656","Isopora palifera","Cnidaria"
"657","Charybdis (Goniohellenus) truncata","Arthropoda"
"658","Stromateus fiatola","Chordata"
"659","Paralabrax humeralis","Chordata"
"660","Acropora digitifera","Cnidaria"
"661","Caranx rhonchus","Chordata"
"662","Carangoides chrysophrys","Chordata"
"663","Parvocalanus elegans","Arthropoda"
"664","Pateobatis jenkinsii","Chordata"
"665","Hyale pygmaea","Arthropoda"
"666","Lutjanus fulvus","Chordata"
"667","Pseudocheilinus tetrataenia","Chordata"
"668","Selene dorsalis","Chordata"
"669","Kajikia audax","Chordata"
"670","Priacanthus arenatus","Chordata"
"671","Pluvialis squatarola","Chordata"
"672","Choerodon cephalotes","Chordata"
"673","Choerodon sugillatum","Chordata"
"674","Aprion virescens","Chordata"
"675","Butorides striata","Chordata"
"676","Sphoeroides spengleri","Chordata"
"677","Scomber japonicus","Chordata"
"678","Coradion chrysozonus","Chordata"
"679","Stegastes variabilis","Chordata"
"680","Choerodon cyanodus","Chordata"
"681","Stomias affinis","Chordata"
"682","Pentanemus quinquarius","Chordata"
"683","Dentex canariensis","Chordata"
"684","Acropora gemmifera","Cnidaria"
"685","Malacocephalus laevis","Chordata"
"686","Pseudorhombus elevatus","Chordata"
"687","Cephalopholis boenak","Chordata"
"688","Pteroscion peli","Chordata"
"689","Dentex gibbosus","Chordata"
"690","Eucinostomus melanopterus","Chordata"
"691","Aetobatus narinari","Chordata"
"692","Epinephelus sexfasciatus","Chordata"
"693","Seriatopora hystrix","Cnidaria"
"694","Pontellina plumata","Arthropoda"
"695","Gnatholepis thompsoni","Chordata"
"696","Pseudosagitta lyra","Chaetognatha"
"697","Pomadasys jubelini","Chordata"
"698","Rypticus saponaceus","Chordata"
"699","Carcharhinus tilstoni","Chordata"
"700","Acropora selago","Cnidaria"
"701","Alectis ciliaris","Chordata"
