"","i","cs_present","size","phylum"
"12965","Lageniporina","FALSE","1","Bryozoa"
"12966","Lagenivaginopseudobenedenia","FALSE","2","Platyhelminthes"
"12967","Lagenodelphis","FALSE","1","Chordata"
"12968","Lagenopolycystis","FALSE","2","Platyhelminthes"
"12969","Lagenorhynchus","FALSE","6","Chordata"
"12970","Laginiopsis","FALSE","1","Mollusca"
"12971","Lagis","FALSE","11","Annelida"
"12972","Lagisca","FALSE","25","Annelida"
"12973","Lagocephalus","FALSE","10","Chordata"
"12974","Lagochondria","FALSE","2","Arthropoda"
"12975","Lagodon","FALSE","1","Chordata"
"12976","Laguncula","FALSE","1","Mollusca"
"12977","Lahaina","FALSE","5","Arthropoda"
"12978","Lahmeyeria","FALSE","1","Arthropoda"
"12979","Laimella","FALSE","11","Nematoda"
"12980","Laiphognathus","FALSE","2","Chordata"
"12981","Laitmatobius","FALSE","1","Arthropoda"
"12982","Lajonkairia","FALSE","6","Mollusca"
"12983","Laleonectes","FALSE","4","Arthropoda"
"12984","Lalmohania","FALSE","1","Chordata"
"12985","Lamarckdromia","FALSE","1","Arthropoda"
"12986","Lamarckopilumnus","FALSE","1","Arthropoda"
"12987","Lambanetes","FALSE","2","Arthropoda"
"12988","Lambdophallus","FALSE","1","Arthropoda"
"12989","Lamberticrinus","FALSE","1","Echinodermata"
"12990","Lambis","FALSE","9","Mollusca"
"12991","Lambrachaeus","FALSE","1","Arthropoda"
"12992","Lamellana","FALSE","1","Mollusca"
"12993","Lamellaria","FALSE","20","Mollusca"
"12994","Lamellariopsis","FALSE","2","Mollusca"
"12995","Lamelleulepethus","FALSE","2","Annelida"
"12996","Lamellibrachia","FALSE","8","Annelida"
"12997","Lamelliconcha","FALSE","8","Mollusca"
"12998","Lamellilatirus","FALSE","7","Mollusca"
"12999","Lamellileda","FALSE","5","Mollusca"
"13000","Lamellipecten","FALSE","1","Mollusca"
"13001","Lamellirissoina","FALSE","1","Mollusca"
"13002","Lamellisabella","FALSE","7","Annelida"
"13003","Lamellisyllis","FALSE","1","Annelida"
"13004","Lamellitrochus","FALSE","9","Mollusca"
"13005","Lamellobates","FALSE","1","Arthropoda"
"13006","Lamellodiscus","FALSE","59","Platyhelminthes"
"13007","Lamellodysidea","FALSE","2","Porifera"
"13008","Lamellolucina","FALSE","7","Mollusca"
"13009","Lamellomorpha","FALSE","2","Porifera"
"13010","Lamellomphalus","FALSE","1","Mollusca"
"13011","Lametila","FALSE","1","Mollusca"
"13012","Lamiantennula","FALSE","1","Arthropoda"
"13013","Laminatubus","FALSE","1","Annelida"
"13014","Laminilabrum","FALSE","1","Mollusca"
"13015","Laminiscus","FALSE","3","Platyhelminthes"
"13016","Laminohatschekia","FALSE","1","Arthropoda"
"13017","Laminopora","FALSE","4","Bryozoa"
"13018","Laminospongia","FALSE","1","Porifera"
"13019","Lamiopsis","FALSE","2","Chordata"
"13020","Lamippe","FALSE","5","Arthropoda"
"13021","Lamippella","FALSE","3","Arthropoda"
"13022","Lamippina","FALSE","3","Arthropoda"
"13023","Lamippula","FALSE","4","Arthropoda"
"13024","Lamispina","FALSE","10","Annelida"
"13025","Lamna","FALSE","2","Chordata"
"13026","Lamnostoma","FALSE","2","Chordata"
"13027","Lamoha","FALSE","9","Arthropoda"
"13028","Lamontia","FALSE","1","Porifera"
"13029","Lamourouxia","FALSE","1","Bryozoa"
"13030","Lampadena","FALSE","10","Chordata"
"13031","Lampadioteuthis","FALSE","1","Mollusca"
"13032","Lampanella","FALSE","1","Mollusca"
"13033","Lampanyctodes","FALSE","1","Chordata"
"13034","Lampanyctophilus","FALSE","1","Platyhelminthes"
"13035","Lampanyctus","FALSE","22","Chordata"
"13036","Lampea","FALSE","5","Ctenophora"
"13037","Lampeia","FALSE","3","Mollusca"
"13038","Lampetra","FALSE","3","Chordata"
"13039","Lampichthys","FALSE","1","Chordata"
"13040","Lampocteis","FALSE","1","Ctenophora"
"13041","Lampophyton","FALSE","2","Cnidaria"
"13042","Lampris","TRUE","2","Chordata"
"13043","Lampritrema","FALSE","1","Platyhelminthes"
"13044","Lamproglena","FALSE","2","Arthropoda"
"13045","Lamprogrammus","FALSE","5","Chordata"
"13046","Lamprohaminoea","FALSE","5","Mollusca"
"13047","Lamprometra","FALSE","1","Echinodermata"
"13048","Lamprops","FALSE","8","Arthropoda"
"13049","Lamproscatella","FALSE","4","Arthropoda"
"13050","Lamychaena","FALSE","4","Mollusca"
"13051","Lamylucina","FALSE","2","Mollusca"
"13052","Lamyronema","FALSE","1","Nematoda"
"13053","Lamysia","FALSE","1","Mollusca"
"13054","Lanassa","FALSE","9","Annelida"
"13055","Lanassicola","FALSE","3","Arthropoda"
"13056","Lanceola","FALSE","14","Arthropoda"
"13057","Lanceophora","FALSE","2","Echinodermata"
"13058","Lanceopora","FALSE","12","Bryozoa"
"13059","Lanceostoma","FALSE","5","Arthropoda"
"13060","Landrumius","FALSE","4","Arthropoda"
"13061","Langerhansia","FALSE","4","Annelida"
"13062","Langitanais","FALSE","4","Arthropoda"
"13063","Lanice","FALSE","15","Annelida"
"13064","Lanicides","FALSE","10","Annelida"
"13065","Lanicola","FALSE","7","Annelida"
"13066","Lankacythere","FALSE","4","Arthropoda"
"13067","Lankatrema","FALSE","4","Platyhelminthes"
"13068","Lankatrematoides","FALSE","1","Platyhelminthes"
"13069","Lanocira","FALSE","10","Arthropoda"
"13070","Lantauia","FALSE","1","Mollusca"
"13071","Lanthanocephalus","FALSE","1","Cnidaria"
"13072","Lanthonia","FALSE","2","Echinodermata"
"13073","Lanuginella","FALSE","1","Porifera"
"13074","Lanugonychia","FALSE","1","Porifera"
"13075","Laocoetis","FALSE","1","Porifera"
"13076","Laodicea","FALSE","8","Cnidaria"
"13077","Laomedea","FALSE","8","Cnidaria"
"13078","Laomedia","FALSE","4","Arthropoda"
"13079","Laomenes","FALSE","12","Arthropoda"
"13080","Laona","FALSE","11","Mollusca"
"13081","Laonice","TRUE","37","Annelida"
"13082","Laonome","FALSE","9","Annelida"
"13083","Laophonte","FALSE","52","Arthropoda"
"13084","Laophontella","FALSE","2","Arthropoda"
"13085","Laophontina","FALSE","4","Arthropoda"
"13086","Laophontisochra","FALSE","2","Arthropoda"
"13087","Laophontodes","FALSE","12","Arthropoda"
"13088","Laophontopsis","FALSE","9","Arthropoda"
"13089","Laothoes","FALSE","4","Arthropoda"
"13090","Lapemis","FALSE","1","Chordata"
"13091","Laperocheres","FALSE","1","Arthropoda"
"13092","Laperousecythere","FALSE","2","Arthropoda"
"13093","Laphania","FALSE","1","Annelida"
"13094","Laphystiopsis","FALSE","5","Arthropoda"
"13095","Lapidogorgia","FALSE","2","Cnidaria"
"13096","Lapidosella","FALSE","1","Bryozoa"
"13097","Lapinura","FALSE","3","Mollusca"
"13098","Lapitaichthys","FALSE","1","Chordata"
"13099","Lapithas","FALSE","1","Annelida"
"13100","Lappanella","FALSE","2","Chordata"
"13101","Lappetascaris","FALSE","3","Nematoda"
"13102","Lapsigyrus","FALSE","2","Mollusca"
"13103","Lapwingia","FALSE","10","Platyhelminthes"
"13104","Laqueus","FALSE","16","Brachiopoda"
"13105","Larabicus","FALSE","1","Chordata"
"13106","Laranda","FALSE","2","Annelida"
"13107","Larimichthys","FALSE","3","Chordata"
"13108","Larimus","FALSE","6","Chordata"
"13109","Larinopsis","FALSE","2","Mollusca"
"13110","Larissamya","FALSE","1","Mollusca"
"13111","Laritaenia","FALSE","1","Platyhelminthes"
"13112","Larkinia","FALSE","2","Mollusca"
"13113","Larnacicus","FALSE","1","Bryozoa"
"13114","Larochea","FALSE","4","Mollusca"
"13115","Larochella","FALSE","2","Mollusca"
"13116","Larocheopsis","FALSE","2","Mollusca"
"13117","Larosterna","FALSE","1","Chordata"
"13118","Larsenia","FALSE","1","Mollusca"
"13119","Larsenotanais","FALSE","2","Arthropoda"
"13120","Larsmentia","FALSE","1","Arthropoda"
"13121","Larsonella","FALSE","1","Chordata"
"13122","Larsonia","FALSE","1","Cnidaria"
"13123","Larus","FALSE","47","Chordata"
"13124","Larvapora","FALSE","1","Bryozoa"
"13125","Larymna","FALSE","1","Annelida"
"13126","Lasaea","TRUE","22","Mollusca"
"13127","Lasiognathus","FALSE","6","Chordata"
"13128","Lasionectes","FALSE","1","Arthropoda"
"13129","Lasiotocus","FALSE","52","Platyhelminthes"
"13130","Laskeya","FALSE","1","Mollusca"
"13131","Latacunga","FALSE","2","Arthropoda"
"13132","Latatheres","FALSE","2","Arthropoda"
"13133","Latavia","FALSE","2","Mollusca"
"13134","Lataxiena","FALSE","8","Mollusca"
"13135","Lateolabrax","FALSE","2","Chordata"
"13136","Lateothela","FALSE","1","Cnidaria"
"13137","Lateracanthus","FALSE","3","Arthropoda"
"13138","Latericaecum","FALSE","2","Platyhelminthes"
"13139","Lateriporus","FALSE","11","Platyhelminthes"
"13140","Laternula","FALSE","11","Mollusca"
"13141","Lateroctocotyle","FALSE","1","Platyhelminthes"
"13142","Laterorchites","FALSE","1","Platyhelminthes"
"13143","Lates","FALSE","2","Chordata"
"13144","Lathraena","FALSE","1","Arthropoda"
"13145","Latiaxis","FALSE","7","Mollusca"
"13146","Laticanna","FALSE","1","Cnidaria"
"13147","Laticauda","TRUE","7","Chordata"
"13148","Laticola","FALSE","5","Platyhelminthes"
"13149","Laticorophium","FALSE","2","Arthropoda"
"13150","Latigammaropsis","FALSE","20","Arthropoda"
"13151","Latilaimus","FALSE","1","Nematoda"
"13152","Latimeria","FALSE","2","Chordata"
"13153","Latiphagum","FALSE","1","Platyhelminthes"
"13154","Latirolagena","FALSE","1","Mollusca"
"13155","Latiromitra","FALSE","12","Mollusca"
"13156","Latirulus","FALSE","1","Mollusca"
"13157","Latirus","FALSE","52","Mollusca"
"13158","Latisipho","FALSE","13","Mollusca"
"13159","Latitanais","FALSE","1","Arthropoda"
"13160","Latitiara","FALSE","1","Cnidaria"
"13161","Latitriphora","FALSE","7","Mollusca"
"13162","Latocestus","FALSE","1","Platyhelminthes"
"13163","Latohexapus","FALSE","1","Arthropoda"
"13164","Latopilumnus","FALSE","6","Arthropoda"
"13165","Latreillia","FALSE","5","Arthropoda"
"13166","Latreillopsis","FALSE","10","Arthropoda"
"13167","Latreutes","FALSE","18","Arthropoda"
"13168","Latridopsis","FALSE","2","Chordata"
"13169","Latris","FALSE","2","Chordata"
"13170","Latronema","FALSE","10","Nematoda"
"13171","Latropiscis","FALSE","1","Chordata"
"13172","Latrunclava","FALSE","1","Porifera"
"13173","Latrunculia","TRUE","42","Porifera"
"13174","Latulambrus","FALSE","1","Arthropoda"
"13175","Latuterus","FALSE","3","Platyhelminthes"
"13176","Laubieria","FALSE","3","Arthropoda"
"13177","Laubiericrinus","FALSE","1","Echinodermata"
"13178","Laubieriellus","FALSE","4","Annelida"
"13179","Laubierina","FALSE","1","Mollusca"
"13180","Laubierinia","FALSE","2","Arthropoda"
"13181","Laubieriopsis","FALSE","8","Annelida"
"13182","Laubierpholoe","FALSE","5","Annelida"
"13183","Laubierus","FALSE","2","Annelida"
"13184","Laura","FALSE","3","Arthropoda"
"13185","Lauraplana","FALSE","1","Platyhelminthes"
"13186","Lauratonema","FALSE","10","Nematoda"
"13187","Lauratonemoides","FALSE","2","Nematoda"
"13188","Laurentaeglyphea","FALSE","1","Arthropoda"
"13189","Laurentgourretia","FALSE","1","Arthropoda"
"13190","Lauridromia","FALSE","2","Arthropoda"
"13191","Lauriea","FALSE","7","Arthropoda"
"13192","Lauta","FALSE","1","Mollusca"
"13193","Lautaea","FALSE","1","Arthropoda"
"13194","Lavareda","FALSE","2","Nematoda"
"13195","Laviactis","FALSE","1","Cnidaria"
"13196","Laxohyperia","FALSE","1","Arthropoda"
"13197","Laxotethya","FALSE","1","Porifera"
"13198","Laxus","FALSE","4","Nematoda"
"13199","Lazariella","FALSE","1","Mollusca"
"13200","Lazarocleistostoma","FALSE","1","Arthropoda"
"13201","Leachia","FALSE","9","Mollusca"
"13202","Leaena","FALSE","13","Annelida"
"13203","Leander","FALSE","5","Arthropoda"
"13204","Leandrites","FALSE","4","Arthropoda"
"13205","Leanira","FALSE","11","Annelida"
"13206","Leaniricola","FALSE","1","Arthropoda"
"13207","Learchis","FALSE","3","Mollusca"
"13208","Learedius","FALSE","4","Platyhelminthes"
"13209","Lebbeus","FALSE","68","Arthropoda"
"13210","Lebboia","FALSE","1","Platyhelminthes"
"13211","Lebetus","FALSE","2","Chordata"
"13212","Lebrunia","FALSE","2","Cnidaria"
"13213","Lecane","FALSE","3","Rotifera"
"13214","Lecanicephalum","FALSE","3","Platyhelminthes"
"13215","Lecanogaster","FALSE","2","Chordata"
"13216","Lecanurius","FALSE","3","Arthropoda"
"13217","Lecithaster","FALSE","30","Platyhelminthes"
"13218","Lecithobotrys","FALSE","1","Platyhelminthes"
"13219","Lecithochirium","FALSE","127","Platyhelminthes"
"13220","Lecithocladium","FALSE","49","Platyhelminthes"
"13221","Lecithophorus","FALSE","1","Mollusca"
"13222","Lecithophyllum","FALSE","13","Platyhelminthes"
"13223","Lecithostaphylus","FALSE","11","Platyhelminthes"
"13224","Ledella","FALSE","47","Mollusca"
"13225","Ledellina","FALSE","4","Mollusca"
"13226","Ledovitia","FALSE","8","Nematoda"
"13227","Ledoyerella","FALSE","5","Arthropoda"
"13228","Ledoyeromelita","FALSE","1","Arthropoda"
"13229","Leelumnus","FALSE","1","Arthropoda"
"13230","Leeuwinella","FALSE","1","Arthropoda"
"13231","Lefroyella","FALSE","2","Porifera"
"13232","Legitimocythere","FALSE","6","Arthropoda"
"13233","Legrandina","FALSE","4","Mollusca"
"13234","Leguminocythereis","FALSE","1","Arthropoda"
"13235","Leguta","FALSE","1","Platyhelminthes"
"13236","Lehardyia","FALSE","3","Platyhelminthes"
"13237","Leiaster","FALSE","5","Echinodermata"
"13238","Leicomes","FALSE","1","Arthropoda"
"13239","Leidya","FALSE","4","Arthropoda"
"13240","Leieschara","FALSE","3","Bryozoa"
"13241","Leilametra","FALSE","1","Echinodermata"
"13242","Leilaster","FALSE","2","Echinodermata"
"13243","Leimia","FALSE","1","Arthropoda"
"13244","Leioastra","FALSE","1","Echinodermata"
"13245","Leiocapitella","FALSE","5","Annelida"
"13246","Leiocapitellides","FALSE","1","Annelida"
"13247","Leiochasmea","FALSE","1","Mollusca"
"13248","Leiochone","FALSE","6","Annelida"
"13249","Leiochrides","FALSE","10","Annelida"
"13250","Leiochrus","FALSE","1","Annelida"
"13251","Leiocithara","FALSE","14","Mollusca"
"13252","Leiocottus","FALSE","1","Chordata"
"13253","Leiodermatium","FALSE","11","Porifera"
"13254","Leiogalathea","FALSE","18","Arthropoda"
"13255","Leiognathus","FALSE","13","Chordata"
"13256","Leiolambrus","FALSE","2","Arthropoda"
"13257","Leiomonorchis","FALSE","3","Platyhelminthes"
"13258","Leiomya","FALSE","1","Mollusca"
"13259","Leiopathes","FALSE","9","Cnidaria"
"13260","Leioplegma","FALSE","1","Porifera"
"13261","Leiopyrga","FALSE","4","Mollusca"
"13262","Leiosalpinx","FALSE","2","Bryozoa"
"13263","Leiosella","FALSE","8","Porifera"
"13264","Leiosolenus","FALSE","36","Mollusca"
"13265","Leiostomus","FALSE","1","Chordata"
"13266","Leiostraca","FALSE","22","Mollusca"
"13267","Leiosyrinx","FALSE","4","Mollusca"
"13268","Leiotealia","FALSE","1","Cnidaria"
"13269","Leipanthura","FALSE","1","Arthropoda"
"13270","Leiperia","FALSE","3","Arthropoda"
"13271","Leipsiceras","FALSE","2","Cnidaria"
"13272","Leipsuropus","FALSE","4","Arthropoda"
"13273","Leitoscoloplos","TRUE","34","Annelida"
"13274","Leiuranus","FALSE","2","Chordata"
"13275","Lekanesphaera","FALSE","13","Arthropoda"
"13276","Lekanorhynchus","FALSE","1","Platyhelminthes"
"13277","Lekythopora","FALSE","3","Bryozoa"
"13278","Lelapia","FALSE","2","Porifera"
"13279","Lelapiella","FALSE","2","Porifera"
"13280","Lelehua","FALSE","4","Arthropoda"
"13281","Leloupia","FALSE","1","Mollusca"
"13282","Lemaitreopsis","FALSE","1","Arthropoda"
"13283","Lemboides","FALSE","5","Arthropoda"
"13284","Lembos","FALSE","6","Arthropoda"
"13285","Lembulus","FALSE","11","Mollusca"
"13286","Leminda","FALSE","1","Mollusca"
"13287","Lemnalia","FALSE","35","Cnidaria"
"13288","Lendenfeldia","FALSE","6","Porifera"
"13289","Lenifusus","FALSE","1","Mollusca"
"13290","Lenisquilla","FALSE","2","Arthropoda"
"13291","Lenitrophon","FALSE","1","Mollusca"
"13292","Lenolopa","FALSE","1","Platyhelminthes"
"13293","Lenopharynx","FALSE","4","Platyhelminthes"
"13294","Lensia","TRUE","26","Cnidaria"
"13295","Lenticellaria","FALSE","2","Brachiopoda"
"13296","Lentidium","FALSE","1","Mollusca"
"13297","Lentigo","FALSE","2","Mollusca"
"13298","Lentigobalcis","FALSE","1","Mollusca"
"13299","Lentilumnus","FALSE","2","Arthropoda"
"13300","Lentipes","FALSE","4","Chordata"
"13301","Lenzicarcinus","FALSE","1","Arthropoda"
"13302","Leocrates","FALSE","14","Annelida"
"13303","Leocratides","FALSE","3","Annelida"
"13304","Leodamas","FALSE","27","Annelida"
"13305","Leodia","FALSE","1","Echinodermata"
"13306","Leodice","FALSE","33","Annelida"
"13307","Leodora","FALSE","1","Annelida"
"13308","Leongathus","FALSE","2","Arthropoda"
"13309","Leonnates","FALSE","12","Annelida"
"13310","Leontocaris","FALSE","9","Arthropoda"
"13311","Leopecten","FALSE","5","Mollusca"
"13312","Leostyletus","FALSE","2","Mollusca"
"13313","Lepadella","FALSE","1","Rotifera"
"13314","Lepadichthys","FALSE","11","Chordata"
"13315","Lepadicyathus","FALSE","1","Chordata"
"13316","Lepadogaster","FALSE","4","Chordata"
"13317","Lepas","FALSE","12","Arthropoda"
"13318","Lepechinella","FALSE","34","Arthropoda"
"13319","Lepechinelloides","FALSE","2","Arthropoda"
"13320","Lepechinellopsis","FALSE","2","Arthropoda"
"13321","Lepeophtheirus","FALSE","124","Arthropoda"
"13322","Lepeopsyllus","FALSE","2","Arthropoda"
"13323","Lepesubchela","FALSE","1","Arthropoda"
"13324","Lepeta","FALSE","2","Mollusca"
"13325","Lepetella","FALSE","10","Mollusca"
"13326","Lepetellicola","FALSE","1","Arthropoda"
"13327","Lepetodrilus","TRUE","16","Mollusca"
"13328","Lepidactylus","FALSE","2","Arthropoda"
"13329","Lepidametria","FALSE","4","Annelida"
"13330","Lepidamia","FALSE","3","Chordata"
"13331","Lepidammodytes","FALSE","1","Chordata"
"13332","Lepidapedella","FALSE","1","Platyhelminthes"
"13333","Lepidapedoides","FALSE","21","Platyhelminthes"
"13334","Lepidapedon","FALSE","47","Platyhelminthes"
"13335","Lepidasthenia","FALSE","42","Annelida"
"13336","Lepidastheniella","FALSE","4","Annelida"
"13337","Lepidauchen","FALSE","1","Platyhelminthes"
"13338","Lepidepecreella","FALSE","12","Arthropoda"
"13339","Lepidepecreoides","FALSE","6","Arthropoda"
"13340","Lepidepecreum","FALSE","38","Arthropoda"
"13341","Lepidion","FALSE","9","Chordata"
"13342","Lepidisis","FALSE","11","Cnidaria"
"13343","Lepidoblennius","FALSE","2","Chordata"
"13344","Lepidoblepharon","FALSE","1","Chordata"
"13345","Lepidocharon","FALSE","2","Arthropoda"
"13346","Lepidochelys","FALSE","2","Chordata"
"13347","Lepidochitona","TRUE","23","Mollusca"
"13348","Lepidoctopus","FALSE","1","Mollusca"
"13349","Lepidocybium","FALSE","1","Chordata"
"13350","Lepidodasys","FALSE","9","Gastrotricha"
"13351","Lepidodermella","FALSE","1","Gastrotricha"
"13352","Lepidofimbria","FALSE","1","Annelida"
"13353","Lepidogobius","FALSE","1","Chordata"
"13354","Lepidogyra","FALSE","1","Annelida"
"13355","Lepidoleucon","FALSE","1","Porifera"
"13356","Lepidolucina","FALSE","3","Mollusca"
"13357","Lepidomenia","FALSE","3","Mollusca"
"13358","Lepidomuricea","FALSE","2","Cnidaria"
"13359","Lepidonaxia","FALSE","1","Arthropoda"
"13360","Lepidonectes","FALSE","3","Chordata"
"13361","Lepidonereis","FALSE","1","Annelida"
"13362","Lepidonopsis","TRUE","3","Annelida"
"13363","Lepidonotopodium","FALSE","8","Annelida"
"13364","Lepidonotothen","FALSE","4","Chordata"
"13365","Lepidonotus","TRUE","82","Annelida"
"13366","Lepidopa","FALSE","15","Arthropoda"
"13367","Lepidoperca","FALSE","10","Chordata"
"13368","Lepidophanes","FALSE","2","Chordata"
"13369","Lepidophthalmus","FALSE","17","Arthropoda"
"13370","Lepidophthirus","FALSE","2","Arthropoda"
"13371","Lepidophyllum","FALSE","9","Platyhelminthes"
"13372","Lepidopleurus","FALSE","2","Mollusca"
"13373","Lepidopora","FALSE","22","Cnidaria"
"13374","Lepidopsetta","FALSE","3","Chordata"
"13375","Lepidopus","FALSE","6","Chordata"
"13376","Lepidorhombus","FALSE","2","Chordata"
"13377","Lepidorhynchus","FALSE","1","Chordata"
"13378","Lepidosphaera","FALSE","1","Porifera"
"13379","Lepidoteuthis","FALSE","1","Mollusca"
"13380","Lepidotheca","FALSE","17","Cnidaria"
"13381","Lepidothenea","FALSE","1","Porifera"
"13382","Lepidotrema","FALSE","8","Platyhelminthes"
"13383","Lepidotrigla","FALSE","53","Chordata"
"13384","Lepidozona","FALSE","40","Mollusca"
"13385","Lepidozygus","FALSE","1","Chordata"
"13386","Lepiduristes","FALSE","1","Arthropoda"
"13387","Lepimacrus","FALSE","1","Arthropoda"
"13388","Lepirodes","FALSE","10","Mollusca"
"13389","Lepoarctus","FALSE","1","Tardigrada"
"13390","Lepocreadioides","FALSE","7","Platyhelminthes"
"13391","Lepocreadium","FALSE","27","Platyhelminthes"
"13392","Leponiscus","FALSE","1","Arthropoda"
"13393","Lepophidium","FALSE","24","Chordata"
"13394","Leporicypraea","FALSE","4","Mollusca"
"13395","Leporimetis","FALSE","10","Mollusca"
"13396","Leporinabdella","FALSE","1","Annelida"
"13397","Leposphilus","FALSE","2","Arthropoda"
"13398","Lepotrema","FALSE","16","Platyhelminthes"
"13399","Lepralia","FALSE","2","Bryozoa"
"13400","Lepraliella","FALSE","3","Bryozoa"
"13401","Lepralioides","FALSE","1","Bryozoa"
"13402","Leprea","FALSE","3","Annelida"
