"","Species","Phylum","Class"
"11937","Umbellula magniflora","Cnidaria","Anthozoa"
"11938","Triacanthodes","Chordata","Teleostei"
"11939","Actaeodes","Arthropoda","Malacostraca"
"11940","Narke","Chordata","Elasmobranchii"
"11941","Chicoreus banksii","Mollusca","Gastropoda"
"11942","Lepidonotus jacksoni","Annelida","Polychaeta"
"11943","Alpheus alcyone","Arthropoda","Malacostraca"
"11944","Medaeops granulosus","Arthropoda","Malacostraca"
"11945","Ampelisca chiltoni","Arthropoda","Malacostraca"
"11946","Ophiochaeta hirsuta","Echinodermata","Ophiuroidea"
"11947","Apanthuroides foveolata","Arthropoda","Malacostraca"
"11948","Epinephelus quoyanus","Chordata","Teleostei"
"11949","Hoplolatilus fronticinctus","Chordata","Teleostei"
"11950","Socarnoides kergueleni","Arthropoda","Malacostraca"
"11951","Axiopsis","Arthropoda","Malacostraca"
"11952","Trimuricea","Cnidaria","Anthozoa"
"11953","Lampanyctus steinbecki","Chordata","Teleostei"
"11954","Ecsenius bicolor","Chordata","Teleostei"
"11955","Cassidinidea clarkae","Arthropoda","Malacostraca"
"11956","Chiasmodon microcephalus","Chordata","Teleostei"
"11957","Maldanella capensis","Annelida","Polychaeta"
"11958","Metataeniacanthus aquilonius","Arthropoda","Copepoda"
"11959","Orecturus grandisetiger","Arthropoda","Copepoda"
"11960","Pylopaguropsis zebra","Arthropoda","Malacostraca"
"11961","Sicyonia lancifer","Arthropoda","Malacostraca"
"11962","Delphinus capensis","Chordata","Mammalia"
"11963","Leptochiton kurnilatus","Mollusca","Polyplacophora"
"11964","Chirostylus micheleae","Arthropoda","Malacostraca"
"11965","Anarithma","Mollusca","Gastropoda"
"11966","Oplophorus typus","Arthropoda","Malacostraca"
"11967","Helicogorgia squamifera","Cnidaria","Anthozoa"
"11968","Ophiolycus dentatus","Echinodermata","Ophiuroidea"
"11969","Edwardsianthus pudicus","Cnidaria","Anthozoa"
"11970","Doridomorpha gardineri","Mollusca","Gastropoda"
"11971","Mitrella pyramidalis","Mollusca","Gastropoda"
"11972","Yirrkala ori","Chordata","Teleostei"
"11973","Neothais marginatra","Mollusca","Gastropoda"
"11974","Aphelodoris brunnea","Mollusca","Gastropoda"
"11975","Tortanus (Tortanus) gracilis","Arthropoda","Copepoda"
"11976","Parasphaerasclera rotifera","Cnidaria","Anthozoa"
"11977","Favia acropora","Cnidaria","Anthozoa"
"11978","Transkeia scleractinica","Mollusca","Bivalvia"
"11979","Cucullanus arabiansae","Nematoda","Chromadorea"
"11980","Tubuca dussumieri","Arthropoda","Malacostraca"
"11981","Weltnerium ornatum","Arthropoda","Thecostraca"
"11982","Paraeuchaeta barbata barbata","Arthropoda","Copepoda"
"11983","Somniosus microcephalus","Chordata","Elasmobranchii"
"11984","Acropora lovelli","Cnidaria","Anthozoa"
"11985","Mesocalanus","Arthropoda","Copepoda"
"11986","Mecynocera","Arthropoda","Copepoda"
"11987","Pseudochirella obtusa","Arthropoda","Copepoda"
"11988","Tisbe","Arthropoda","Copepoda"
"11989","Sphaerolaimus pacificus","Nematoda","Chromadorea"
"11990","Magnisudis","Chordata","Teleostei"
"11991","Beryx","Chordata","Teleostei"
"11992","Gigantactis","Chordata","Teleostei"
"11993","Synchiropus","Chordata","Teleostei"
"11994","Schedophilus ovalis","Chordata","Teleostei"
"11995","Aphrodita","Annelida","Polychaeta"
"11996","Branchiomma","Annelida","Polychaeta"
"11997","Polycirrus","Annelida","Polychaeta"
"11998","Macroclymene santanderensis","Annelida","Polychaeta"
"11999","Ciocalypta","Porifera","Demospongiae"
"12000","Lumbricillus lineatus","Annelida","Clitellata"
"12001","Fistularia tabacaria","Chordata","Teleostei"
"12002","Caulophacus (Caulophacus) basispinosus","Porifera","Hexactinellida"
"12003","Obtusoecia antarctica","Arthropoda","Ostracoda"
"12004","Cuspidaria infelix","Mollusca","Bivalvia"
"12005","Lachnopodus","Arthropoda","Malacostraca"
"12006","Perinia","Arthropoda","Malacostraca"
"12007","Selatium elongatum","Arthropoda","Malacostraca"
"12008","Thalamita coeruleipes","Arthropoda","Malacostraca"
"12009","Littoraria pallescens","Mollusca","Gastropoda"
"12010","Grandidierella chelata","Arthropoda","Malacostraca"
"12011","Drupa clathrata","Mollusca","Gastropoda"
"12012","Echinodiscus bisperforatus","Echinodermata","Echinoidea"
"12013","Rhynchocinetes durbanensis","Arthropoda","Malacostraca"
"12014","Nassarius oneratus","Mollusca","Gastropoda"
"12015","Zebina tridentata","Mollusca","Gastropoda"
"12016","Laemonema macronema","Chordata","Teleostei"
"12017","Solegnathus hardwickii","Chordata","Teleostei"
"12018","Rogadius serratus","Chordata","Teleostei"
"12019","Gymnangium hians","Cnidaria","Hydrozoa"
"12020","Parasmittina glomerata","Bryozoa","Gymnolaemata"
"12021","Pseudochirella hirsuta","Arthropoda","Copepoda"
"12022","Endeolophos","Nematoda","Chromadorea"
"12023","Harpinioides drepanocheir","Arthropoda","Malacostraca"
"12024","Salmoneus rostratus","Arthropoda","Malacostraca"
"12025","Nerocila arres","Arthropoda","Malacostraca"
"12026","Leiognathus longispinis","Chordata","Teleostei"
"12027","Scopelogadus unispinis","Chordata","Teleostei"
"12028","Halichoeres leptotaenia","Chordata","Teleostei"
