"","Species","Phylum","Class"
"1568","Neanthes kerguelensis","Annelida","Polychaeta"
"1569","Camptoplites retiformis","Bryozoa","Gymnolaemata"
"1570","Nymphon lanare","Arthropoda","Pycnogonida"
"1571","Hydrodendron arboreum","Cnidaria","Hydrozoa"
"1572","Trophon coulmanensis","Mollusca","Gastropoda"
"1573","Ophioplinthus partita","Echinodermata","Ophiuroidea"
"1574","Heterobranchia","Mollusca","Gastropoda"
"1575","Amphilochus","Arthropoda","Malacostraca"
"1576","Botrynema brucei","Cnidaria","Hydrozoa"
"1577","Chuniphyes moserae","Cnidaria","Hydrozoa"
"1578","Stercorarius","Chordata","Aves"
"1579","Didemnum biglans","Chordata","Ascidiacea"
"1580","Euaugaptilus antarcticus","Arthropoda","Copepoda"
"1581","Pasiphaea scotiae","Arthropoda","Malacostraca"
"1582","Flustra","Bryozoa","Gymnolaemata"
"1583","Styela wandeli","Chordata","Ascidiacea"
"1584","Smittoidea malleata","Bryozoa","Gymnolaemata"
"1585","Staurotheca densa","Cnidaria","Hydrozoa"
"1586","Dendrilla antarctica","Porifera","Demospongiae"
"1587","Cyphocarididae","Arthropoda","Malacostraca"
"1588","Leucon (Crymoleucon) sagitta","Arthropoda","Malacostraca"
"1589","Prosipho spiralis","Mollusca","Gastropoda"
"1590","Stereotydeus villosus","Arthropoda","Arachnida"
"1591","Calcarea","Porifera","Calcarea"
"1592","Molgulidae","Chordata","Ascidiacea"
"1593","Lissodendoryx (Lissodendoryx) flabellata","Porifera","Demospongiae"
"1594","Apistobranchus glacierae","Annelida","Polychaeta"
"1595","Notoplites tenuis","Bryozoa","Gymnolaemata"
"1596","Staurotheca glomulosa","Cnidaria","Hydrozoa"
"1597","Staurotheca nonscripta","Cnidaria","Hydrozoa"
"1598","Pallenopsis vanhöffeni","Arthropoda","Pycnogonida"
"1599","Subeucalanus longiceps","Arthropoda","Copepoda"
"1600","Psolidium whittakeri","Echinodermata","Holothuroidea"
"1601","Pachyptilus","Arthropoda","Copepoda"
"1602","Leptostylis","Arthropoda","Malacostraca"
"1603","Desmosoma","Arthropoda","Malacostraca"
"1604","Tomopteris planktonis","Annelida","Polychaeta"
"1605","Lumbriclymenella robusta","Annelida","Polychaeta"
"1606","Andaniotes pseudolinearis","Arthropoda","Malacostraca"
"1607","Hyperoodon planifrons","Chordata","Mammalia"
"1608","Triconia conifera","Arthropoda","Copepoda"
"1609","Sphaerosyllis antarctica","Annelida","Polychaeta"
"1610","Aristias antarcticus","Arthropoda","Malacostraca"
"1611","Paraliparis leobergi","Chordata","Teleostei"
"1612","Macroscapha opaca","Arthropoda","Ostracoda"
"1613","Hemijassa goniamera","Arthropoda","Malacostraca"
"1614","Paraeuchaeta barbata barbata","Arthropoda","Copepoda"
"1615","Ophiosemnotes conferta","Echinodermata","Ophiuroidea"
"1616","Mysidae","Arthropoda","Malacostraca"
"1617","Keratoisis","Cnidaria","Anthozoa"
"1618","Marrus antarcticus","Cnidaria","Hydrozoa"
"1619","Psolidiella","Echinodermata","Holothuroidea"
"1620","Toledonia globosa","Mollusca","Gastropoda"
"1621","Aetideopsis minor","Arthropoda","Copepoda"
"1622","Pseudostichopus peripatus","Echinodermata","Holothuroidea"
"1623","Monhysterida","Nematoda","Chromadorea"
"1624","Vaunthompsonia","Arthropoda","Malacostraca"
"1625","Rossella podagrosa","Porifera","Hexactinellida"
"1626","Ophiosteira debitor","Echinodermata","Ophiuroidea"
"1627","Austrolaenilla setobarba","Annelida","Polychaeta"
"1628","Macrourus holotrachys","Chordata","Teleostei"
"1629","Limea pygmaea","Mollusca","Bivalvia"
"1630","Tedania (Tedaniopsis) triraphis","Porifera","Demospongiae"
"1631","Neognathophausia gigas","Arthropoda","Malacostraca"
"1632","Bathypolypus","Mollusca","Cephalopoda"
"1633","Pycnogonum diceros","Arthropoda","Pycnogonida"
"1634","Cirroctopus glacialis","Mollusca","Cephalopoda"
"1635","Psolus cherbonnieri","Echinodermata","Holothuroidea"
"1636","Typhloscolecidae","Annelida","Polychaeta"
"1637","Gigantocypris muelleri","Arthropoda","Ostracoda"
"1638","Gersemia","Cnidaria","Anthozoa"
"1639","Smilasterias scalprifera","Echinodermata","Asteroidea"
"1640","Ophiosteira bullivanti","Echinodermata","Ophiuroidea"
"1641","Schizotricha nana","Cnidaria","Hydrozoa"
"1642","Seba dubia","Arthropoda","Malacostraca"
"1643","Syrrhoites anaticauda","Arthropoda","Malacostraca"
"1644","Notisis","Cnidaria","Anthozoa"
"1645","Melicerita flabellifera","Bryozoa","Gymnolaemata"
"1646","Margarella crebrilirulata","Mollusca","Gastropoda"
"1647","Porcellanasteridae","Echinodermata","Asteroidea"
"1648","Chaetozone setosa","Annelida","Polychaeta"
"1649","Axinella antarctica","Porifera","Demospongiae"
"1650","Perknaster fuscus","Echinodermata","Asteroidea"
"1651","Peribolaster folliculatus","Echinodermata","Asteroidea"
"1652","Hesionidae","Annelida","Polychaeta"
"1653","Liljeborgiidae","Arthropoda","Malacostraca"
"1654","Celleporidae","Bryozoa","Gymnolaemata"
"1655","Bugula","Bryozoa","Gymnolaemata"
"1656","Pista","Annelida","Polychaeta"
"1657","Achramorpha truncata","Porifera","Calcarea"
"1658","Klugella echinata","Bryozoa","Gymnolaemata"
"1659","Ephesiella antarctica","Annelida","Polychaeta"
"1660","Tritoniella belli","Mollusca","Gastropoda"
"1661","Iphimediella georgei","Arthropoda","Malacostraca"
"1662","Cytheropteron gaussi","Arthropoda","Ostracoda"
"1663","Leucothoidae","Arthropoda","Malacostraca"
"1664","Paramunnidae","Arthropoda","Malacostraca"
"1665","Bubaris","Porifera","Demospongiae"
"1666","Bathydraconidae","Chordata","Teleostei"
"1667","Tokoprymno","Cnidaria","Anthozoa"
"1668","Ophiura crassa","Echinodermata","Ophiuroidea"
"1669","Anchinothria pycnobranchiata","Annelida","Polychaeta"
"1670","Stegella lobata","Cnidaria","Hydrozoa"
"1671","Ainigmaptilon","Cnidaria","Anthozoa"
"1672","Pennyella foveolata","Arthropoda","Ostracoda"
"1673","Notoplites","Bryozoa","Gymnolaemata"
"1674","Schizasteridae","Echinodermata","Echinoidea"
"1675","Clavularia","Cnidaria","Anthozoa"
"1676","Vertebrata","Chordata",NA
"1677","Austroraptus calcaratus","Arthropoda","Pycnogonida"
"1678","Pyura obesa","Chordata","Ascidiacea"
"1679","Microdiscula vanhoeffeni","Mollusca","Gastropoda"
"1680","Abyssorchomene nodimanus","Arthropoda","Malacostraca"
"1681","Antarctothoa antarctica","Bryozoa","Gymnolaemata"
"1682","Spionidae","Annelida","Polychaeta"
"1683","Atolla chuni","Cnidaria","Scyphozoa"
"1684","Paraeuchaeta similis","Arthropoda","Copepoda"
"1685","Scaphocalanus antarcticus","Arthropoda","Copepoda"
"1686","Copytus","Arthropoda","Ostracoda"
"1687","Myxilla","Porifera","Demospongiae"
"1688","Ciconiiformes","Chordata","Aves"
"1689","Seleniolycus laevifasciatus","Chordata","Teleostei"
"1690","Paradexamine fissicauda","Arthropoda","Malacostraca"
"1691","Aulacomya atra","Mollusca","Bivalvia"
"1692","Parmaphorella","Mollusca","Gastropoda"
"1693","Primnoisis (Delicatisis) formosa","Cnidaria","Anthozoa"
"1694","Artemisina jovis","Porifera","Demospongiae"
"1695","Altenaeum gibbosum","Mollusca","Bivalvia"
"1696","Abyssocucumis abyssorum","Echinodermata","Holothuroidea"
"1697","Ammothea striata","Arthropoda","Pycnogonida"
"1698","Nothoadmete antarctica","Mollusca","Gastropoda"
"1699","Parepimeria crenulata","Arthropoda","Malacostraca"
"1700","Atolla","Cnidaria","Scyphozoa"
"1701","Plicatellopsis antarctica","Porifera","Demospongiae"
"1702","Brookula","Mollusca","Gastropoda"
"1703","Porcellanaster ceruleus","Echinodermata","Asteroidea"
"1704","Arachnopusia gigantea","Bryozoa","Gymnolaemata"
"1705","Paradota weddellensis","Echinodermata","Holothuroidea"
"1706","Lissotesta strebeli","Mollusca","Gastropoda"
"1707","Mastigoteuthis psychrophila","Mollusca","Cephalopoda"
"1708","Epimeria (Pseudepimeria) grandirostris","Arthropoda","Malacostraca"
"1709","Arthropoda","Arthropoda",NA
"1710","Janiridae","Arthropoda","Malacostraca"
"1711","Psolus","Echinodermata","Holothuroidea"
"1712","Nymphon pagophilum","Arthropoda","Pycnogonida"
"1713","Chaetarcturus franklini","Arthropoda","Malacostraca"
"1714","Amauropsis aureolutea","Mollusca","Gastropoda"
"1715","Callianira cristata","Ctenophora","Tentaculata"
"1716","Metrocrypta bucculenta","Bryozoa","Gymnolaemata"
"1717","Euhirudinea","Annelida","Clitellata"
"1718","Oediceroides","Arthropoda","Malacostraca"
"1719","Hyperia spinigera","Arthropoda","Malacostraca"
"1720","Metridinidae","Arthropoda","Copepoda"
"1721","Pandea rubra","Cnidaria","Hydrozoa"
"1722","Mirabilicoxa","Arthropoda","Malacostraca"
"1723","Polycope","Arthropoda","Ostracoda"
"1724","Ophelina cylindricaudata","Annelida","Polychaeta"
"1725","Eupariambus","Arthropoda","Malacostraca"
"1726","Djerboa furcipes","Arthropoda","Malacostraca"
"1727","Trophon paucilamellatus","Mollusca","Gastropoda"
"1728","Limacina rangii","Mollusca","Gastropoda"
"1729","Orchomenella acanthurus","Arthropoda","Malacostraca"
"1730","Tomopteridae","Annelida","Polychaeta"
"1731","Isocirrus yungi","Annelida","Polychaeta"
"1732","Echinopsolus","Echinodermata","Holothuroidea"
"1733","Oswaldella shetlandica","Cnidaria","Hydrozoa"
"1734","Acutiserolis","Arthropoda","Malacostraca"
"1735","Frovina indecora","Mollusca","Gastropoda"
"1736","Eurymera monticulosa","Arthropoda","Malacostraca"
"1737","Protanaissus longidactylus","Arthropoda","Malacostraca"
"1738","Dactylanthus antarcticus","Cnidaria","Anthozoa"
"1739","Cytheropteron abyssorum","Arthropoda","Ostracoda"
"1740","Hourstonius pusilla","Arthropoda","Malacostraca"
"1741","Axiokebuita minuta","Annelida","Polychaeta"
"1742","Alexandrella schellenbergi","Arthropoda","Malacostraca"
"1743","Flabelligeridae","Annelida","Polychaeta"
"1744","Phidoloporidae","Bryozoa","Gymnolaemata"
"1745","Tethyopsis","Porifera","Demospongiae"
"1746","Paraserolis polita","Arthropoda","Malacostraca"
"1747","Thouarella (Epithouarella) crenelata","Cnidaria","Anthozoa"
"1748","Macroscapha","Arthropoda","Ostracoda"
"1749","Arachnopusia aviculifera","Bryozoa","Gymnolaemata"
"1750","Parazoanthidae","Cnidaria","Anthozoa"
"1751","Monhystera","Nematoda","Chromadorea"
"1752","Actinostola","Cnidaria","Anthozoa"
"1753","Ophiosteira","Echinodermata","Ophiuroidea"
"1754","Smittina directa","Bryozoa","Gymnolaemata"
"1755","Golfingia (Golfingia) muricaudata","Annelida",NA
"1756","Philobrya quadrata","Mollusca","Bivalvia"
"1757","Trachythyone cynthiae","Echinodermata","Holothuroidea"
"1758","Epimeria (Drakepimeria) schiaparelli","Arthropoda","Malacostraca"
"1759","Cranchiidae","Mollusca","Cephalopoda"
"1760","Alpheus","Arthropoda","Malacostraca"
"1761","Artemisina apollinis","Porifera","Demospongiae"
"1762","Pourtalesia hispida","Echinodermata","Echinoidea"
"1763","Sphaerotylus capitatus","Porifera","Demospongiae"
"1764","Ophthalmolycus bothriocephalus","Chordata","Teleostei"
"1765","Haplocheira","Arthropoda","Malacostraca"
"1766","Rhipidothuria racovitzai","Echinodermata","Holothuroidea"
"1767","Euphrosine monroi","Annelida","Polychaeta"
"1768","Ophidiogorgia paradoxa","Cnidaria","Anthozoa"
"1769","Inferiolabiata","Cnidaria","Hydrozoa"
"1770","Gymnoscopelus hintonoides","Chordata","Teleostei"
"1771","Iphimediella margueritei","Arthropoda","Malacostraca"
"1772","Sycozoa gaimardi","Chordata","Ascidiacea"
"1773","Cucamba psolidiformis","Echinodermata","Holothuroidea"
"1774","Valvifera","Arthropoda","Malacostraca"
"1775","Lubbockia","Arthropoda","Copepoda"
"1776","Iophon flabellodigitatum","Porifera","Demospongiae"
"1777","Ophiuroglypha lymani","Echinodermata","Ophiuroidea"
"1778","Ganeria falklandica","Echinodermata","Asteroidea"
"1779","Prosipho glacialis","Mollusca","Gastropoda"
"1780","Antarctophiline alata","Mollusca","Gastropoda"
"1781","Hemicorallium imperiale","Cnidaria","Anthozoa"
"1782","Austroniscus","Arthropoda","Malacostraca"
"1783","Eatoniella caliginosa","Mollusca","Gastropoda"
"1784","Limopsis enderbyensis","Mollusca","Bivalvia"
"1785","Pariphimedia integricauda","Arthropoda","Malacostraca"
"1786","Cephalodiscus","Hemichordata","Graptolithoidea"
"1787","Hymenaster sacculatus","Echinodermata","Asteroidea"
"1788","Opisthobranchia","Mollusca","Gastropoda"
"1789","Paradoxostoma hypselum","Arthropoda","Ostracoda"
"1790","Balanus glandula","Arthropoda","Thecostraca"
"1791","Hemicytherura","Arthropoda","Ostracoda"
"1792","Byblis antarctica","Arthropoda","Malacostraca"
"1793","Thurstonella","Arthropoda","Malacostraca"
"1794","Austropallene calmani","Arthropoda","Pycnogonida"
"1795","Magellania","Brachiopoda","Rhynchonellata"
"1796","Colossendeis glacialis","Arthropoda","Pycnogonida"
"1797","Pontocypria helenae","Arthropoda","Ostracoda"
"1798","Sigmodota magnibacula","Echinodermata","Holothuroidea"
"1799","Fissurellidae","Mollusca","Gastropoda"
"1800","Bathybiaster vexillifer","Echinodermata","Asteroidea"
"1801","Exochella hymanae","Bryozoa","Gymnolaemata"
"1802","Austrophyllum charcoti","Annelida","Polychaeta"
"1803","Cheiraster (Luidiaster) hirsutus","Echinodermata","Asteroidea"
"1804","Euphausia recurva","Arthropoda","Malacostraca"
"1805","Philomedes heptathrix","Arthropoda","Ostracoda"
"1806","Syllis armillaris","Annelida","Polychaeta"
"1807","Symplectoscyphus naumovi","Cnidaria","Hydrozoa"
"1808","Pista corrientis","Annelida","Polychaeta"
"1809","Serolis","Arthropoda","Malacostraca"
"1810","Gnathiphimedia","Arthropoda","Malacostraca"
"1811","Lorabela pelseneeri","Mollusca","Gastropoda"
"1812","Nuculana inaequisculpta","Mollusca","Bivalvia"
"1813","Cephalodiscus densus","Hemichordata","Graptolithoidea"
"1814","Monomitopus torvus","Chordata","Teleostei"
"1815","Myxilla (Burtonanchora) lissostyla","Porifera","Demospongiae"
"1816","Vesicomya sirenkoi","Mollusca","Bivalvia"
"1817","Sagittidae","Chaetognatha","Sagittoidea"
"1818","Orchomenella","Arthropoda","Malacostraca"
"1819","Pannychia","Echinodermata","Holothuroidea"
"1820","Rosacea plicata","Cnidaria","Hydrozoa"
"1821","Ammothea spinosa","Arthropoda","Pycnogonida"
"1822","Aplidium ordinatum","Chordata","Ascidiacea"
"1823","Lacerna eatoni","Bryozoa","Gymnolaemata"
"1824","Pygoscelis","Chordata","Aves"
"1825","Gymnoscopelus bolini","Chordata","Teleostei"
"1826","Notisis elongata","Cnidaria","Anthozoa"
"1827","Copytus caligula","Arthropoda","Ostracoda"
"1828","Achelia hoekii","Arthropoda","Pycnogonida"
"1829","Ophiacantha paramedea","Echinodermata","Ophiuroidea"
"1830","Amphiophiura gibbosa","Echinodermata","Ophiuroidea"
"1831","Ekleptostylis debroyeri","Arthropoda","Malacostraca"
"1832","Parepimeria major","Arthropoda","Malacostraca"
"1833","Filellum antarcticum","Cnidaria","Hydrozoa"
"1834","Tubulariidae","Cnidaria","Hydrozoa"
"1835","Haliscera conica","Cnidaria","Hydrozoa"
"1836","Harmothoe crosetensis","Annelida","Polychaeta"
"1837","Amphiura (Amphiura) lymani","Echinodermata","Ophiuroidea"
"1838","Mycale","Porifera","Demospongiae"
"1839","Molgula euplicata","Chordata","Ascidiacea"
"1840","Pareugyrioides arnbackae","Chordata","Ascidiacea"
"1841","Glaciacantha doederleini","Echinodermata","Ophiuroidea"
"1842","Eremicaster crassus","Echinodermata","Asteroidea"
"1843","Stegopanoploea joubini","Arthropoda","Malacostraca"
"1844","Ceradocoides chiltoni","Arthropoda","Malacostraca"
"1845","Ophioplinthus anceps","Echinodermata","Ophiuroidea"
"1846","Amphitrite kerguelensis","Annelida","Polychaeta"
"1847","Amallothrix dentipes","Arthropoda","Copepoda"
"1848","Symplectoscyphus","Cnidaria","Hydrozoa"
"1849","Entonomenia","Mollusca","Solenogastres"
"1850","Escharoides tridens","Bryozoa","Gymnolaemata"
"1851","Thelepides koehleri","Annelida","Polychaeta"
"1852","Parschisturella carinata","Arthropoda","Malacostraca"
"1853","Australicythere devexa","Arthropoda","Ostracoda"
"1854","Hexactinella","Porifera","Hexactinellida"
"1855","Cnemidocarpa pfefferi","Chordata","Ascidiacea"
"1856","Cirroctopus","Mollusca","Cephalopoda"
"1857","Metridia princeps","Arthropoda","Copepoda"
"1858","Tharyx","Annelida","Polychaeta"
"1859","Poecillastra compressa antarctica","Porifera","Demospongiae"
"1860","Conopora verrucosa","Cnidaria","Hydrozoa"
"1861","Pseudeucythere filiornata","Arthropoda","Ostracoda"
"1862","Ginginella","Arthropoda","Ostracoda"
"1863","Sclerochilus (Praesclerochilus) antarcticus","Arthropoda","Ostracoda"
"1864","Epimeria (Pseudepimeria) oxicarinata","Arthropoda","Malacostraca"
"1865","Romancheinidae","Bryozoa","Gymnolaemata"
"1866","Stercorarius skua","Chordata","Aves"
"1867","Limacina retroversa","Mollusca","Gastropoda"
"1868","Osthimosia notialis","Bryozoa","Gymnolaemata"
"1869","Synoicum georgianum","Chordata","Ascidiacea"
"1870","Leucothoe weddellensis","Arthropoda","Malacostraca"
"1871","Sphaerodoridae","Annelida","Polychaeta"
"1872","Elpidia glacialis","Echinodermata","Holothuroidea"
"1873","Trophon","Mollusca","Gastropoda"
"1874","Smilasterias","Echinodermata","Asteroidea"
"1875","Ammothea calmani","Arthropoda","Pycnogonida"
"1876","Chromatonema rubrum","Cnidaria","Hydrozoa"
"1877","Munna antarctica","Arthropoda","Malacostraca"
"1878","Campylaspis excavata","Arthropoda","Malacostraca"
"1879","Lissarca","Mollusca","Bivalvia"
"1880","Limopsis longipilosa","Mollusca","Bivalvia"
"1881","Psolicrux iuvenilesi","Echinodermata","Holothuroidea"
"1882","Xanthocalanus","Arthropoda","Copepoda"
"1883","Diastylis","Arthropoda","Malacostraca"
"1884","Munnidae","Arthropoda","Malacostraca"
"1885","Atolla vanhoeffeni","Cnidaria","Scyphozoa"
"1886","Chitonaster","Echinodermata","Asteroidea"
"1887","Euphrosinella cirratoformis","Annelida","Polychaeta"
"1888","Orthoporidra stenorhyncha","Bryozoa","Gymnolaemata"
"1889","Aegiochus glacialis","Arthropoda","Malacostraca"
"1890","Crossota brunnea","Cnidaria","Hydrozoa"
"1891","Eremicaster pacificus","Echinodermata","Asteroidea"
"1892","Tritonia challengeriana","Mollusca","Gastropoda"
"1893","Antarctonemertes valida","Nemertea","Hoplonemertea"
"1894","Plexauridae","Cnidaria","Anthozoa"
"1895","Cryptocopoides arcticus","Arthropoda","Malacostraca"
"1896","Pourtalesia debilis","Echinodermata","Echinoidea"
"1897","Calliotropis pelseneeri","Mollusca","Gastropoda"
"1898","Dickdellia labioflecta","Mollusca","Gastropoda"
"1899","Eubalaena australis","Chordata","Mammalia"
"1900","Cunina duplicata","Cnidaria","Hydrozoa"
"1901","Errina kerguelensis","Cnidaria","Hydrozoa"
"1902","Fosteria spinosa","Brachiopoda","Rhynchonellata"
"1903","Uristes gigas","Arthropoda","Malacostraca"
"1904","Anchiphimedia dorsalis","Arthropoda","Malacostraca"
"1905","Euryalida","Echinodermata","Ophiuroidea"
"1906","Errina boschmai","Cnidaria","Hydrozoa"
"1907","Homasterope maccaini","Arthropoda","Ostracoda"
"1908","Ilyarachninae","Arthropoda","Malacostraca"
"1909","Perkinsiana borsibrunoi","Annelida","Polychaeta"
"1910","Halozetes belgicae","Arthropoda","Arachnida"
"1911","Beroe","Ctenophora","Nuda"
"1912","Arietellus","Arthropoda","Copepoda"
"1913","Clausophyes galeata","Cnidaria","Hydrozoa"
"1914","Nectopyramis natans","Cnidaria","Hydrozoa"
"1915","Pachypellina fistulata","Porifera","Demospongiae"
"1916","Osthimosia mariae","Bryozoa","Gymnolaemata"
"1917","Smittoidea conspicua","Bryozoa","Gymnolaemata"
"1918","Genaxinus bongraini","Mollusca","Bivalvia"
"1919","Pseudokellya cardiformis","Mollusca","Bivalvia"
"1920","Ceratoserolis meridionalis","Arthropoda","Malacostraca"
"1921","Archasterope","Arthropoda","Ostracoda"
"1922","Lissotesta unifilosa","Mollusca","Gastropoda"
"1923","Ptilocrinus (Ptilocrinus) amezianeae","Echinodermata","Crinoidea"
"1924","Bathycalanus","Arthropoda","Copepoda"
"1925","Aegina citrea","Cnidaria","Hydrozoa"
"1926","Lophaster","Echinodermata","Asteroidea"
"1927","Isometra graminea","Echinodermata","Crinoidea"
"1928","Fenestrulina exigua","Bryozoa","Gymnolaemata"
